,Date,Age,Game Result,GS,MP,FG,FGA,FGcent,3P,3PA,3Pcent,FT,FTA,FTcent,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,PointDifference,Player,2P,2PA,2Pcent
2763,11/5/2022,19.92054794520548,L,0,8.95,1,2,0.5,0,1,0.0,0,0,,0,1,1,0,0,1,0,0,2,2.0,8.0,John Butler,1,1,1.0
2764,11/21/2022,19.964383561643835,L,0,1.3833333333333333,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,6.0,John Butler,0,0,
2766,10/19/2022,21.205479452054796,W,1,31.75,4,17,0.235,1,7,0.143,2,4,0.5,1,7,8,7,0,0,2,5,11,3.6,8.0,Anthony Edwards,3,10,0.3
2768,10/23/2022,21.216438356164385,W,1,33.53333333333333,13,19,0.684,3,7,0.429,1,3,0.333,2,9,11,3,1,0,4,4,30,22.7,22.0,Anthony Edwards,10,12,0.8333333333333334
2770,10/26/2022,21.224657534246575,W,1,38.43333333333333,12,21,0.571,7,12,0.583,3,4,0.75,0,3,3,9,2,0,5,3,34,26.7,16.0,Anthony Edwards,5,9,0.5555555555555556
2771,10/28/2022,21.23013698630137,W,1,38.18333333333333,11,22,0.5,3,8,0.375,4,6,0.667,0,4,4,2,1,0,2,4,29,17.2,4.0,Anthony Edwards,8,14,0.5714285714285714
2775,11/5/2022,21.252054794520546,W,1,32.733333333333334,7,13,0.538,2,5,0.4,3,3,1.0,0,2,2,3,2,0,4,2,19,12.6,20.0,Anthony Edwards,5,8,0.625
2778,11/11/2022,21.268493150684932,L,1,37.7,10,16,0.625,3,4,0.75,5,7,0.714,1,5,6,6,0,0,1,1,28,25.0,2.0,Anthony Edwards,7,12,0.5833333333333334
2780,11/16/2022,21.28219178082192,W,1,38.71666666666667,12,20,0.6,7,13,0.538,4,7,0.571,0,8,8,6,2,1,1,1,35,32.5,29.0,Anthony Edwards,5,7,0.7142857142857143
2781,11/19/2022,21.29041095890411,W,1,35.7,7,21,0.333,2,10,0.2,9,9,1.0,0,5,5,5,1,1,5,2,25,14.0,2.0,Anthony Edwards,5,11,0.45454545454545453
2782,11/21/2022,21.295890410958904,W,1,38.5,9,21,0.429,4,12,0.333,0,1,0.0,1,6,7,4,4,1,4,3,22,15.3,0.0,Anthony Edwards,5,9,0.5555555555555556
2783,11/23/2022,21.301369863013697,W,1,35.78333333333333,7,14,0.5,3,5,0.6,2,2,1.0,0,7,7,2,1,0,4,2,19,11.7,10.0,Anthony Edwards,4,9,0.4444444444444444
2784,11/25/2022,21.306849315068494,L,1,36.68333333333333,10,21,0.476,3,10,0.3,2,2,1.0,1,4,5,4,1,0,2,3,25,16.8,7.0,Anthony Edwards,7,11,0.6363636363636364
2788,10/23/2022,26.936986301369863,W,1,30.333333333333332,5,9,0.556,1,3,0.333,4,4,1.0,1,7,8,5,1,0,3,2,15,14.2,14.0,Karl-Anthony Towns,4,6,0.6666666666666666
2790,10/26/2022,26.945205479452056,W,1,37.71666666666667,9,14,0.643,3,5,0.6,0,0,,0,4,4,7,2,1,3,3,21,19.4,5.0,Karl-Anthony Towns,6,9,0.6666666666666666
2791,10/28/2022,26.95068493150685,W,1,36.9,8,17,0.471,3,7,0.429,2,2,1.0,2,6,8,7,1,0,2,1,21,19.0,11.0,Karl-Anthony Towns,5,10,0.5
2797,11/9/2022,26.983561643835618,L,1,27.666666666666668,3,7,0.429,1,3,0.333,4,4,1.0,0,8,8,4,0,1,3,4,11,8.6,4.0,Karl-Anthony Towns,2,4,0.5
2799,11/13/2022,26.994520547945207,W,1,36.6,11,16,0.688,3,6,0.5,4,6,0.667,2,11,13,3,1,1,2,5,29,25.9,15.0,Karl-Anthony Towns,8,10,0.8
2800,11/16/2022,27.002739726027396,W,1,36.233333333333334,10,15,0.667,2,5,0.4,8,8,1.0,1,4,5,5,1,0,2,3,30,26.7,12.0,Karl-Anthony Towns,8,10,0.8
2801,11/19/2022,27.01095890410959,W,1,31.65,5,14,0.357,2,7,0.286,0,0,,0,8,8,3,1,0,3,4,12,5.1,2.0,Karl-Anthony Towns,3,7,0.42857142857142855
2802,11/21/2022,27.016438356164382,W,1,34.43333333333333,8,15,0.533,2,8,0.25,7,8,0.875,1,7,8,9,1,1,3,6,25,22.7,14.0,Karl-Anthony Towns,6,7,0.8571428571428571
2803,11/23/2022,27.02191780821918,W,1,36.81666666666667,8,11,0.727,1,1,1.0,6,7,0.857,3,8,11,8,2,2,5,3,23,25.4,19.0,Karl-Anthony Towns,7,10,0.7
2808,10/23/2022,26.663013698630138,W,1,25.8,2,5,0.4,0,2,0.0,2,2,1.0,1,2,3,6,1,0,3,0,6,6.8,0.0,D'Angelo Russell,2,3,0.6666666666666666
2810,10/26/2022,26.671232876712327,W,1,28.983333333333334,5,10,0.5,1,4,0.25,1,4,0.25,0,2,2,9,0,1,4,1,12,9.0,0.0,D'Angelo Russell,4,6,0.6666666666666666
2811,10/28/2022,26.676712328767124,W,1,30.8,4,15,0.267,2,7,0.286,1,2,0.5,0,4,4,7,7,1,2,1,11,13.1,12.0,D'Angelo Russell,2,8,0.25
2812,10/30/2022,26.682191780821917,L,1,27.833333333333332,5,17,0.294,0,7,0.0,0,0,,2,3,5,4,0,1,2,4,10,2.3,0.0,D'Angelo Russell,5,10,0.5
2815,11/5/2022,26.698630136986303,W,1,26.633333333333333,5,9,0.556,1,3,0.333,2,3,0.667,3,3,6,4,2,0,3,4,13,11.5,2.0,D'Angelo Russell,4,6,0.6666666666666666
2816,11/7/2022,26.704109589041096,L,1,30.816666666666666,4,12,0.333,4,10,0.4,2,4,0.5,0,2,2,8,1,2,3,1,14,11.6,1.0,D'Angelo Russell,0,2,0.0
2819,11/13/2022,26.720547945205478,W,1,35.15,11,13,0.846,4,5,0.8,4,6,0.667,0,2,2,11,1,0,2,2,30,31.0,19.0,D'Angelo Russell,7,8,0.875
2820,11/16/2022,26.72876712328767,W,1,32.28333333333333,5,12,0.417,1,6,0.167,0,0,,0,3,3,6,1,1,1,0,11,10.4,15.0,D'Angelo Russell,4,6,0.6666666666666666
2823,11/23/2022,26.747945205479454,W,1,35.75,7,10,0.7,1,4,0.25,0,0,,0,3,3,12,3,1,5,2,15,18.0,21.0,D'Angelo Russell,6,6,1.0
2827,10/21/2022,23.284931506849315,L,0,19.633333333333333,8,14,0.571,2,5,0.4,0,1,0.0,1,1,2,3,1,0,0,4,18,13.5,7.0,Jaylen Nowell,6,9,0.6666666666666666
2828,10/23/2022,23.29041095890411,W,0,23.766666666666666,5,16,0.313,1,6,0.167,3,4,0.75,1,5,6,1,2,0,1,0,14,8.3,4.0,Jaylen Nowell,4,10,0.4
2829,10/24/2022,23.293150684931508,L,0,25.766666666666666,6,16,0.375,1,7,0.143,0,0,,3,6,9,2,1,0,0,2,13,9.7,8.0,Jaylen Nowell,5,9,0.5555555555555556
2830,10/26/2022,23.2986301369863,W,0,21.8,9,13,0.692,3,5,0.6,2,2,1.0,0,4,4,2,0,0,0,0,23,20.1,12.0,Jaylen Nowell,6,8,0.75
2833,11/1/2022,23.315068493150687,L,0,22.45,4,13,0.308,0,1,0.0,2,3,0.667,0,2,2,4,0,0,1,1,10,4.1,14.0,Jaylen Nowell,4,12,0.3333333333333333
2834,11/4/2022,23.323287671232876,L,0,17.166666666666668,4,10,0.4,2,5,0.4,3,4,0.75,0,3,3,3,0,0,1,3,13,8.0,13.0,Jaylen Nowell,2,5,0.4
2841,11/19/2022,23.364383561643837,W,0,14.0,5,7,0.714,2,4,0.5,1,2,0.5,1,1,2,2,0,0,1,3,13,9.9,1.0,Jaylen Nowell,3,3,1.0
2842,11/21/2022,23.36986301369863,W,0,9.166666666666666,2,7,0.286,0,4,0.0,1,1,1.0,0,1,1,2,0,0,2,0,5,0.6,4.0,Jaylen Nowell,2,3,0.6666666666666666
2845,11/27/2022,23.386301369863013,L,0,24.2,5,11,0.455,4,7,0.571,2,3,0.667,0,3,3,3,1,0,0,2,16,13.1,6.0,Jaylen Nowell,1,4,0.25
2846,10/19/2022,22.054794520547944,W,1,35.583333333333336,5,10,0.5,0,3,0.0,9,10,0.9,4,2,6,3,3,2,1,1,19,22.1,14.0,Jaden McDaniels,5,7,0.7142857142857143
2848,10/23/2022,22.065753424657533,W,1,27.3,5,9,0.556,0,2,0.0,1,2,0.5,1,0,1,0,4,1,1,3,11,9.5,5.0,Jaden McDaniels,5,7,0.7142857142857143
2851,10/28/2022,22.07945205479452,W,1,29.083333333333332,2,7,0.286,2,6,0.333,0,0,,0,1,1,2,0,4,2,6,6,2.0,17.0,Jaden McDaniels,0,1,0.0
2855,11/5/2022,22.101369863013698,W,1,34.53333333333333,6,9,0.667,1,2,0.5,0,0,,1,4,5,3,0,1,2,4,13,10.2,9.0,Jaden McDaniels,5,7,0.7142857142857143
2857,11/9/2022,22.112328767123287,L,1,38.06666666666667,10,14,0.714,2,4,0.5,2,3,0.667,4,4,8,3,0,1,2,2,24,21.8,8.0,Jaden McDaniels,8,10,0.8
2860,11/16/2022,22.13150684931507,W,1,35.03333333333333,4,12,0.333,1,5,0.2,1,2,0.5,4,4,8,2,1,1,1,4,10,7.3,19.0,Jaden McDaniels,3,7,0.42857142857142855
2862,11/21/2022,22.145205479452056,W,1,32.11666666666667,7,14,0.5,3,6,0.5,1,1,1.0,2,2,4,3,0,0,2,2,18,12.3,18.0,Jaden McDaniels,4,8,0.5
2863,11/23/2022,22.15068493150685,W,1,30.716666666666665,8,11,0.727,2,4,0.5,0,0,,0,3,3,3,0,4,1,4,18,16.7,21.0,Jaden McDaniels,6,7,0.8571428571428571
2864,11/25/2022,22.156164383561645,L,1,24.266666666666666,1,7,0.143,0,3,0.0,0,0,,1,3,4,1,0,2,2,4,2,-2.4,0.0,Jaden McDaniels,1,4,0.25
2865,10/19/2022,30.315068493150687,W,1,34.36666666666667,10,15,0.667,0,0,,3,5,0.6,7,9,16,2,1,1,0,1,23,26.0,13.0,Rudy Gobert,10,15,0.6666666666666666
2869,10/26/2022,30.334246575342465,W,1,34.63333333333333,4,6,0.667,0,0,,2,4,0.5,0,9,9,1,1,1,2,4,10,8.1,9.0,Rudy Gobert,4,6,0.6666666666666666
2870,10/28/2022,30.339726027397262,W,1,37.166666666666664,7,11,0.636,0,0,,8,12,0.667,8,13,21,2,0,2,1,3,22,25.6,8.0,Rudy Gobert,7,11,0.6363636363636364
2877,11/16/2022,30.39178082191781,W,1,32.083333333333336,5,7,0.714,0,0,,6,8,0.75,2,6,8,1,2,1,0,3,16,17.7,24.0,Rudy Gobert,5,7,0.7142857142857143
2879,11/21/2022,30.405479452054795,W,1,31.366666666666667,0,0,,0,0,,4,4,1.0,2,7,9,0,1,2,1,4,4,7.3,3.0,Rudy Gobert,0,0,
2880,11/23/2022,30.410958904109588,W,1,32.35,9,11,0.818,0,0,,3,4,0.75,4,12,16,2,0,0,2,3,21,21.1,7.0,Rudy Gobert,9,11,0.8181818181818182
2881,11/25/2022,30.416438356164385,L,1,34.35,6,10,0.6,0,0,,5,5,1.0,4,13,17,1,2,2,2,4,17,19.6,6.0,Rudy Gobert,6,10,0.6
2884,10/21/2022,28.583561643835615,L,0,18.4,2,4,0.5,0,1,0.0,0,0,,2,4,6,1,0,0,0,3,4,4.1,5.0,Taurean Prince,2,3,0.6666666666666666
2885,10/23/2022,28.589041095890412,W,0,23.283333333333335,4,8,0.5,3,5,0.6,0,0,,1,2,3,3,0,0,1,1,11,9.0,18.0,Taurean Prince,1,3,0.3333333333333333
2887,10/26/2022,28.5972602739726,W,0,19.383333333333333,2,2,1.0,2,2,1.0,0,0,,0,2,2,2,0,0,1,5,6,4.4,5.0,Taurean Prince,0,0,
2889,10/30/2022,28.60821917808219,L,0,23.383333333333333,4,5,0.8,1,2,0.5,0,0,,0,2,2,1,1,0,1,3,9,7.2,6.0,Taurean Prince,3,3,1.0
2890,11/1/2022,28.613698630136987,L,0,17.483333333333334,2,6,0.333,2,6,0.333,2,2,1.0,0,2,2,2,0,1,0,4,8,5.7,6.0,Taurean Prince,0,0,
2892,11/5/2022,28.624657534246577,W,0,31.55,6,12,0.5,3,8,0.375,1,1,1.0,1,5,6,2,0,1,3,2,16,10.5,16.0,Taurean Prince,3,4,0.75
2896,11/13/2022,28.646575342465752,W,0,21.766666666666666,4,6,0.667,1,2,0.5,10,10,1.0,1,1,2,1,0,0,0,2,19,17.3,4.0,Taurean Prince,3,4,0.75
2897,11/16/2022,28.654794520547945,W,0,13.916666666666666,2,3,0.667,0,1,0.0,1,1,1.0,0,1,1,3,0,0,1,2,5,4.3,6.0,Taurean Prince,2,2,1.0
2898,11/19/2022,28.663013698630138,W,0,19.0,3,6,0.5,1,3,0.333,2,4,0.5,0,3,3,1,1,0,2,1,9,5.4,9.0,Taurean Prince,2,3,0.6666666666666666
2899,11/21/2022,28.66849315068493,W,0,30.216666666666665,3,7,0.429,1,4,0.25,0,0,,0,4,4,2,0,0,5,4,7,-0.7,2.0,Taurean Prince,2,3,0.6666666666666666
2901,10/19/2022,29.07945205479452,W,0,22.25,0,2,0.0,0,1,0.0,2,2,1.0,2,4,6,1,1,1,2,0,2,3.6,4.0,Kyle Anderson,0,1,0.0
2902,10/21/2022,29.084931506849315,L,0,0.6333333333333333,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,3.0,Kyle Anderson,0,0,
2905,11/4/2022,29.123287671232877,L,0,20.533333333333335,1,3,0.333,0,1,0.0,2,2,1.0,0,3,3,3,0,1,1,2,4,4.2,11.0,Kyle Anderson,1,2,0.5
2906,11/5/2022,29.126027397260273,W,1,30.65,6,7,0.857,2,2,1.0,2,3,0.667,1,2,3,6,3,0,1,3,16,19.4,13.0,Kyle Anderson,4,5,0.8
2910,11/13/2022,29.147945205479452,W,0,21.466666666666665,2,5,0.4,2,2,1.0,0,0,,0,3,3,5,1,0,0,3,6,7.5,17.0,Kyle Anderson,0,3,0.0
2911,11/16/2022,29.156164383561645,W,0,19.75,3,7,0.429,0,0,,2,2,1.0,1,3,4,1,3,2,3,1,8,7.6,3.0,Kyle Anderson,3,7,0.42857142857142855
2912,11/19/2022,29.164383561643834,W,0,21.566666666666666,2,5,0.4,0,1,0.0,2,3,0.667,1,4,5,3,1,0,0,1,6,7.5,7.0,Kyle Anderson,2,4,0.5
2913,11/23/2022,29.175342465753424,W,0,23.583333333333332,3,5,0.6,0,1,0.0,1,2,0.5,1,6,7,2,1,2,3,1,7,7.2,5.0,Kyle Anderson,3,4,0.75
2915,11/27/2022,29.186301369863013,L,0,19.016666666666666,2,3,0.667,0,0,,0,0,,0,3,3,1,1,0,3,3,4,1.1,1.0,Kyle Anderson,2,3,0.6666666666666666
2916,10/19/2022,26.528767123287672,W,0,10.933333333333334,2,6,0.333,0,3,0.0,0,0,,0,2,2,0,0,0,1,0,4,0.2,7.0,Jordan McLaughlin,2,3,0.6666666666666666
2917,10/21/2022,26.534246575342465,L,0,15.033333333333333,2,3,0.667,1,2,0.5,0,0,,0,4,4,4,0,0,1,1,5,6.3,4.0,Jordan McLaughlin,1,1,1.0
2918,10/23/2022,26.53972602739726,W,0,21.366666666666667,0,2,0.0,0,1,0.0,0,0,,2,1,3,4,0,0,0,0,0,3.1,23.0,Jordan McLaughlin,0,1,0.0
2919,10/24/2022,26.542465753424658,L,0,16.616666666666667,1,2,0.5,0,1,0.0,0,0,,0,1,1,4,3,0,2,2,2,4.3,3.0,Jordan McLaughlin,1,1,1.0
2920,10/26/2022,26.54794520547945,W,0,19.016666666666666,2,4,0.5,0,1,0.0,2,2,1.0,0,1,1,5,1,0,0,0,6,8.8,12.0,Jordan McLaughlin,2,3,0.6666666666666666
2921,11/1/2022,26.564383561643837,L,0,21.7,4,8,0.5,1,4,0.25,0,0,,0,2,2,3,0,0,0,0,9,7.7,6.0,Jordan McLaughlin,3,4,0.75
2923,11/5/2022,26.575342465753426,W,0,22.4,2,3,0.667,0,1,0.0,2,2,1.0,0,2,2,11,2,0,0,1,6,14.6,8.0,Jordan McLaughlin,2,2,1.0
2926,11/11/2022,26.59178082191781,L,0,7.6,0,1,0.0,0,0,,0,0,,0,0,0,2,0,0,0,0,0,0.7,0.0,Jordan McLaughlin,0,1,0.0
2927,11/13/2022,26.5972602739726,W,0,14.516666666666667,1,4,0.25,0,1,0.0,0,0,,2,2,4,6,0,0,2,0,2,3.8,7.0,Jordan McLaughlin,1,3,0.3333333333333333
2928,11/16/2022,26.605479452054794,W,0,19.566666666666666,4,6,0.667,1,3,0.333,0,0,,0,0,0,3,4,0,0,0,9,12.5,7.0,Jordan McLaughlin,3,3,1.0
2929,11/19/2022,26.613698630136987,W,0,14.45,0,2,0.0,0,2,0.0,0,0,,0,0,0,4,0,0,1,0,0,0.4,8.0,Jordan McLaughlin,0,0,
2930,11/21/2022,26.61917808219178,W,0,15.833333333333334,4,5,0.8,4,5,0.8,0,0,,0,0,0,3,2,0,0,0,12,14.2,6.0,Jordan McLaughlin,0,0,
2932,10/23/2022,23.15890410958904,W,0,13.066666666666666,5,7,0.714,2,4,0.5,2,4,0.5,1,1,2,1,0,1,0,4,14,11.1,2.0,Naz Reid,3,3,1.0
2934,10/26/2022,23.167123287671235,W,0,5.216666666666667,1,1,1.0,0,0,,0,0,,0,2,2,1,1,0,0,0,2,4.0,3.0,Naz Reid,1,1,1.0
2935,10/30/2022,23.17808219178082,L,0,8.55,5,7,0.714,1,2,0.5,0,0,,1,1,2,0,1,0,0,0,11,10.1,12.0,Naz Reid,4,5,0.8
2936,11/1/2022,23.183561643835617,L,0,15.766666666666667,5,6,0.833,1,2,0.5,2,2,1.0,0,3,3,0,1,0,0,0,13,12.7,10.0,Naz Reid,4,4,1.0
2937,11/4/2022,23.19178082191781,L,0,22.016666666666666,3,7,0.429,0,3,0.0,2,2,1.0,0,5,5,0,0,1,1,3,8,4.3,1.0,Naz Reid,3,4,0.75
2938,11/5/2022,23.194520547945206,W,0,13.25,4,7,0.571,2,4,0.5,1,2,0.5,0,3,3,0,0,1,5,6,11,1.5,8.0,Naz Reid,2,3,0.6666666666666666
2941,11/19/2022,23.232876712328768,W,0,10.383333333333333,3,4,0.75,1,1,1.0,2,2,1.0,1,3,4,1,0,0,0,5,9,7.7,3.0,Naz Reid,2,3,0.6666666666666666
2945,10/19/2022,29.24109589041096,W,0,3.5833333333333335,0,2,0.0,0,2,0.0,0,0,,0,0,0,0,0,0,0,1,0,-1.8,7.0,Bryn Forbes,0,0,
2946,10/21/2022,29.246575342465754,L,0,2.95,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-1.4,1.0,Bryn Forbes,0,0,
2948,10/24/2022,29.254794520547946,L,0,13.466666666666667,2,4,0.5,0,0,,2,2,1.0,0,1,1,2,1,0,0,0,6,6.7,2.0,Bryn Forbes,2,4,0.5
2949,10/28/2022,29.265753424657536,W,0,8.7,1,3,0.333,1,2,0.5,0,0,,1,0,1,1,0,0,0,2,3,1.9,2.0,Bryn Forbes,0,1,0.0
2951,11/7/2022,29.293150684931508,L,0,8.8,1,3,0.333,1,3,0.333,0,0,,0,0,0,1,1,0,1,0,3,2.0,0.0,Bryn Forbes,0,0,
2953,11/21/2022,29.33150684931507,W,0,4.183333333333334,0,2,0.0,0,2,0.0,0,0,,0,0,0,0,0,0,0,1,0,-1.8,0.0,Bryn Forbes,0,0,
2954,11/27/2022,29.34794520547945,L,0,17.033333333333335,4,8,0.5,1,4,0.25,1,1,1.0,0,0,0,1,0,0,1,1,10,5.3,9.0,Bryn Forbes,3,4,0.75
2955,10/19/2022,30.216438356164385,W,0,0.75,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,3.0,Austin Rivers,0,0,
2959,11/5/2022,30.263013698630136,W,0,0.23333333333333334,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0,Austin Rivers,0,0,
2960,11/7/2022,30.268493150684932,L,0,15.716666666666667,2,5,0.4,1,4,0.25,4,4,1.0,0,2,2,1,0,1,1,0,9,7.3,11.0,Austin Rivers,1,1,1.0
2961,11/13/2022,30.284931506849315,W,0,0.43333333333333335,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,1.0,Austin Rivers,0,0,
2962,11/23/2022,30.312328767123287,W,0,19.95,2,4,0.5,1,3,0.333,1,2,0.5,0,0,0,1,0,0,0,0,6,4.3,2.0,Austin Rivers,1,1,1.0
2966,10/24/2022,25.09315068493151,L,0,1.1166666666666667,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,2.0,Nathan Knight,0,0,
2968,11/7/2022,25.13150684931507,L,0,2.5,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,3.0,Nathan Knight,0,0,
2978,10/19/2022,23.5013698630137,L,1,32.56666666666667,3,12,0.25,1,6,0.167,3,4,0.75,3,3,6,2,1,0,1,3,10,5.6,1.0,Luguentz Dort,2,6,0.3333333333333333
2981,10/25/2022,23.517808219178082,W,1,25.916666666666668,1,11,0.091,0,6,0.0,2,2,1.0,0,2,2,0,0,0,0,2,4,-3.5,25.0,Luguentz Dort,1,5,0.2
2982,10/27/2022,23.523287671232875,W,1,34.18333333333333,9,15,0.6,1,5,0.2,2,2,1.0,1,2,3,4,2,0,1,4,21,17.6,18.0,Luguentz Dort,8,10,0.8
2983,10/29/2022,23.528767123287672,W,1,40.28333333333333,6,12,0.5,1,4,0.25,3,6,0.5,1,5,6,2,2,0,1,5,16,11.4,23.0,Luguentz Dort,5,8,0.625
2988,11/9/2022,23.55890410958904,L,1,40.03333333333333,5,14,0.357,2,6,0.333,0,0,,2,5,7,3,4,0,0,4,12,11.6,1.0,Luguentz Dort,3,8,0.375
2989,11/11/2022,23.564383561643837,W,1,22.966666666666665,4,7,0.571,3,4,0.75,2,3,0.667,5,2,7,2,0,0,0,3,13,13.6,16.0,Luguentz Dort,1,3,0.3333333333333333
2991,11/14/2022,23.572602739726026,L,1,35.4,7,18,0.389,3,7,0.429,4,5,0.8,2,3,5,1,0,0,3,3,21,9.6,5.0,Luguentz Dort,4,11,0.36363636363636365
2995,11/23/2022,23.5972602739726,L,1,36.983333333333334,7,16,0.438,3,7,0.429,1,2,0.5,1,6,7,1,0,0,1,3,18,10.2,1.0,Luguentz Dort,4,9,0.4444444444444444
2996,11/25/2022,23.602739726027398,W,1,34.21666666666667,2,8,0.25,1,4,0.25,7,8,0.875,1,4,5,0,2,0,3,5,12,5.7,2.0,Luguentz Dort,1,4,0.25
3000,10/25/2022,24.28767123287671,W,1,36.733333333333334,11,22,0.5,2,2,1.0,9,9,1.0,1,4,5,8,3,3,2,0,33,32.6,23.0,Shai Gilgeous-Alexander,9,20,0.45
3001,10/27/2022,24.293150684931508,W,1,34.016666666666666,10,23,0.435,2,4,0.5,2,2,1.0,1,4,5,6,3,0,3,4,24,16.4,12.0,Shai Gilgeous-Alexander,8,19,0.42105263157894735
3002,10/29/2022,24.2986301369863,W,1,41.333333333333336,15,27,0.556,0,2,0.0,8,8,1.0,2,4,6,9,2,1,3,2,38,32.9,20.0,Shai Gilgeous-Alexander,15,25,0.6
3007,11/9/2022,24.328767123287673,L,1,46.083333333333336,13,25,0.52,2,5,0.4,11,13,0.846,1,3,4,4,0,2,4,5,39,25.7,3.0,Shai Gilgeous-Alexander,11,20,0.55
3008,11/11/2022,24.334246575342465,W,1,28.05,8,14,0.571,1,2,0.5,3,4,0.75,0,3,3,4,3,1,3,2,20,16.6,13.0,Shai Gilgeous-Alexander,7,12,0.5833333333333334
3009,11/13/2022,24.339726027397262,W,1,36.2,13,22,0.591,2,3,0.667,9,10,0.9,0,5,5,8,3,2,6,2,37,31.1,4.0,Shai Gilgeous-Alexander,11,19,0.5789473684210527
3011,11/16/2022,24.34794520547945,W,1,34.81666666666667,14,22,0.636,2,3,0.667,12,17,0.706,2,4,6,7,0,1,2,1,42,36.0,9.0,Shai Gilgeous-Alexander,12,19,0.631578947368421
3014,11/23/2022,24.367123287671234,L,1,42.516666666666666,8,20,0.4,1,4,0.25,14,14,1.0,1,6,7,11,2,1,1,3,31,30.9,2.0,Shai Gilgeous-Alexander,7,16,0.4375
3015,11/25/2022,24.372602739726027,W,1,40.38333333333333,8,21,0.381,0,3,0.0,14,15,0.933,1,7,8,7,0,1,1,2,30,24.7,9.0,Shai Gilgeous-Alexander,8,18,0.4444444444444444
3020,10/25/2022,21.975342465753425,W,1,22.766666666666666,0,7,0.0,0,3,0.0,2,2,1.0,3,6,9,0,3,1,0,1,2,4.3,8.0,Jeremiah Robinson-Earl,0,4,0.0
3021,10/27/2022,21.980821917808218,W,1,14.516666666666667,2,4,0.5,1,2,0.5,0,0,,1,1,2,2,0,0,0,2,5,4.6,7.0,Jeremiah Robinson-Earl,1,2,0.5
3023,11/1/2022,21.994520547945207,W,1,21.833333333333332,5,8,0.625,0,2,0.0,1,1,1.0,0,5,5,2,3,1,0,3,11,12.8,22.0,Jeremiah Robinson-Earl,5,6,0.8333333333333334
3028,11/13/2022,22.027397260273972,W,1,30.733333333333334,7,9,0.778,3,4,0.75,0,0,,3,4,7,0,0,0,1,5,17,13.8,11.0,Jeremiah Robinson-Earl,4,5,0.8
3030,11/16/2022,22.035616438356165,W,0,13.416666666666666,2,3,0.667,1,2,0.5,3,4,0.75,1,3,4,1,0,0,1,0,8,7.6,0.0,Jeremiah Robinson-Earl,1,1,1.0
3031,11/18/2022,22.041095890410958,L,0,27.5,6,9,0.667,0,2,0.0,2,2,1.0,1,6,7,1,0,3,2,1,14,13.0,13.0,Jeremiah Robinson-Earl,6,7,0.8571428571428571
3033,11/23/2022,22.054794520547944,L,1,34.516666666666666,3,11,0.273,2,5,0.4,0,0,,5,6,11,3,2,1,0,5,8,9.6,6.0,Jeremiah Robinson-Earl,1,6,0.16666666666666666
3034,11/25/2022,22.06027397260274,W,0,19.666666666666668,5,9,0.556,0,2,0.0,0,0,,1,2,3,0,2,0,0,1,10,8.6,16.0,Jeremiah Robinson-Earl,5,7,0.7142857142857143
3035,11/26/2022,22.063013698630137,L,0,23.65,3,7,0.429,1,4,0.25,2,3,0.667,4,1,5,2,0,1,0,0,9,10.1,13.0,Jeremiah Robinson-Earl,2,3,0.6666666666666666
3037,10/22/2022,27.887671232876713,L,0,16.066666666666666,1,2,0.5,0,0,,1,1,1.0,2,1,3,3,0,0,0,3,3,4.6,2.0,Kenrich Williams,1,2,0.5
3043,11/5/2022,27.926027397260274,L,0,16.883333333333333,1,3,0.333,0,2,0.0,1,2,0.5,1,2,3,1,1,0,0,3,3,2.7,4.0,Kenrich Williams,1,1,1.0
3044,11/7/2022,27.931506849315067,L,0,26.416666666666668,5,8,0.625,1,3,0.333,0,2,0.0,6,2,8,4,1,0,0,3,11,14.0,11.0,Kenrich Williams,4,5,0.8
3046,11/11/2022,27.942465753424656,W,0,19.366666666666667,3,6,0.5,0,1,0.0,0,0,,2,4,6,0,0,0,0,1,6,5.2,10.0,Kenrich Williams,3,5,0.6
3047,11/13/2022,27.947945205479453,W,0,20.283333333333335,1,3,0.333,0,0,,1,2,0.5,0,3,3,3,2,0,0,1,3,5.5,13.0,Kenrich Williams,1,3,0.3333333333333333
3049,11/16/2022,27.956164383561642,W,0,25.783333333333335,4,6,0.667,1,2,0.5,0,0,,1,4,5,1,1,1,2,3,9,7.5,16.0,Kenrich Williams,3,4,0.75
3052,11/25/2022,27.980821917808218,W,0,33.0,4,7,0.571,0,2,0.0,0,0,,3,2,5,2,2,0,0,2,8,10.0,12.0,Kenrich Williams,4,5,0.8
3054,10/19/2022,20.024657534246575,L,1,33.85,6,14,0.429,2,7,0.286,0,0,,1,10,11,4,0,2,4,4,14,8.9,3.0,Josh Giddey,4,7,0.5714285714285714
