,Date,Age,Game Result,GS,MP,FG,FGA,FGcent,3P,3PA,3Pcent,FT,FTA,FTcent,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,PointDifference,Player,2P,2PA,2Pcent
1376,11/2/2022,23.12054794520548,W,0,21.0,4,9,0.444,0,3,0.0,4,4,1.0,0,6,6,1,1,1,1,1,12,10.1,6.0,Precious Achiuwa,4,6,0.6666666666666666
1377,11/4/2022,23.126027397260273,L,0,26.6,4,9,0.444,1,3,0.333,6,6,1.0,3,5,8,2,0,1,2,1,15,13.6,2.0,Precious Achiuwa,3,6,0.5
1381,10/22/2022,24.45205479452055,L,0,8.533333333333333,2,4,0.5,2,4,0.5,0,0,,0,0,0,0,0,0,0,3,6,2.8,1.0,Malachi Flynn,0,0,
1385,11/2/2022,24.482191780821918,W,0,9.866666666666667,3,5,0.6,2,2,1.0,0,0,,0,2,2,2,0,0,0,1,8,7.3,6.0,Malachi Flynn,1,3,0.3333333333333333
1388,11/12/2022,24.50958904109589,L,0,22.8,3,9,0.333,1,5,0.2,1,1,1.0,0,2,2,1,1,1,0,2,8,5.1,10.0,Malachi Flynn,2,4,0.5
1389,11/14/2022,24.515068493150686,W,0,15.266666666666667,3,6,0.5,2,4,0.5,4,4,1.0,0,3,3,4,0,0,2,2,12,9.9,8.0,Malachi Flynn,1,2,0.5
1390,11/19/2022,24.528767123287672,L,0,28.216666666666665,7,12,0.583,3,6,0.5,0,0,,1,4,5,3,2,0,1,6,17,14.0,9.0,Malachi Flynn,4,6,0.6666666666666666
1392,11/26/2022,24.54794520547945,W,0,6.066666666666666,0,1,0.0,0,1,0.0,0,0,,0,1,1,1,0,0,1,0,0,-0.7,6.0,Malachi Flynn,0,0,
1395,10/31/2022,27.09041095890411,W,0,5.2,0,0,,0,0,,0,0,,0,0,0,1,0,1,0,1,0,1.0,3.0,Juancho Hernangómez,0,0,
1396,11/2/2022,27.095890410958905,W,0,8.133333333333333,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,1.0,5.0,Juancho Hernangómez,0,0,
1400,11/14/2022,27.12876712328767,W,0,23.666666666666668,4,8,0.5,1,3,0.333,0,0,,1,5,6,3,0,0,2,2,9,6.5,11.0,Juancho Hernangómez,3,5,0.6
1401,11/16/2022,27.134246575342466,W,0,22.583333333333332,0,3,0.0,0,2,0.0,0,0,,0,4,4,1,1,0,1,1,0,-0.6,17.0,Juancho Hernangómez,0,1,0.0
1402,11/19/2022,27.14246575342466,L,1,31.966666666666665,5,9,0.556,0,3,0.0,0,1,0.0,2,7,9,0,2,0,1,1,10,9.4,0.0,Juancho Hernangómez,5,6,0.8333333333333334
1403,11/23/2022,27.153424657534245,L,0,32.81666666666667,4,9,0.444,1,5,0.2,1,2,0.5,6,4,10,0,3,0,2,4,10,9.7,4.0,Juancho Hernangómez,3,4,0.75
1404,11/26/2022,27.161643835616438,W,1,29.65,4,6,0.667,2,4,0.5,0,0,,0,5,5,0,0,0,0,3,10,7.7,3.0,Juancho Hernangómez,2,2,1.0
1406,10/21/2022,28.553424657534247,L,1,36.8,15,21,0.714,2,6,0.333,5,9,0.556,2,10,12,11,0,0,3,4,37,34.2,2.0,Pascal Siakam,13,15,0.8666666666666667
1408,10/24/2022,28.561643835616437,W,1,41.78333333333333,7,22,0.318,2,6,0.333,7,8,0.875,0,9,9,6,2,2,5,1,23,14.9,10.0,Pascal Siakam,5,16,0.3125
1409,10/26/2022,28.567123287671233,W,1,38.0,7,16,0.438,4,8,0.5,2,4,0.5,0,5,5,13,0,0,1,1,20,20.0,7.0,Pascal Siakam,3,8,0.375
1411,10/31/2022,28.58082191780822,W,1,35.15,8,21,0.381,2,3,0.667,13,16,0.813,3,9,12,6,0,2,0,3,31,27.5,30.0,Pascal Siakam,6,18,0.3333333333333333
1412,11/2/2022,28.586301369863016,W,1,27.566666666666666,10,19,0.526,1,5,0.2,1,1,1.0,1,9,10,11,1,0,3,3,22,20.6,26.0,Pascal Siakam,9,14,0.6428571428571429
1414,10/24/2022,30.07123287671233,W,0,6.566666666666666,1,2,0.5,0,0,,0,0,,1,1,2,0,0,0,0,1,2,1.6,4.0,Khem Birch,1,2,0.5
1416,10/31/2022,30.09041095890411,W,0,9.116666666666667,1,1,1.0,1,1,1.0,2,2,1.0,2,0,2,0,2,0,0,1,5,7.7,7.0,Khem Birch,0,0,
1417,11/2/2022,30.095890410958905,W,0,11.7,1,2,0.5,0,0,,0,0,,0,0,0,1,1,0,1,2,2,0.9,7.0,Khem Birch,1,2,0.5
1419,11/16/2022,30.134246575342466,W,0,7.15,1,2,0.5,0,0,,0,0,,1,0,1,1,1,0,0,2,2,2.6,2.0,Khem Birch,1,2,0.5
1420,11/19/2022,30.14246575342466,L,0,3.6,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,1.0,Khem Birch,0,0,
1421,11/23/2022,30.153424657534245,L,0,10.666666666666666,1,1,1.0,0,0,,0,0,,0,3,3,0,0,0,0,1,2,2.2,2.0,Khem Birch,1,1,1.0
1423,11/2/2022,29.416438356164385,W,0,10.516666666666667,1,2,0.5,1,2,0.5,2,2,1.0,0,3,3,0,2,0,0,0,5,6.9,9.0,Otto Porter Jr.,0,0,
1424,11/4/2022,29.421917808219177,L,0,20.55,2,3,0.667,2,3,0.667,0,0,,0,0,0,0,2,0,0,1,6,6.3,7.0,Otto Porter Jr.,0,0,
1427,11/9/2022,29.435616438356163,W,0,23.466666666666665,5,8,0.625,2,5,0.4,2,2,1.0,3,3,6,0,1,0,2,1,14,12.0,3.0,Otto Porter Jr.,3,3,1.0
1430,11/14/2022,29.44931506849315,W,1,12.05,0,2,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,1,0,0,-2.1,3.0,Otto Porter Jr.,0,1,0.0
1431,10/31/2022,25.476712328767125,W,0,5.366666666666666,2,2,1.0,0,0,,0,0,,0,1,1,1,0,0,0,0,4,4.4,1.0,Jeff Dowtin,2,2,1.0
1434,11/19/2022,25.528767123287672,L,0,3.6833333333333336,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,9.0,Jeff Dowtin,0,0,
1435,11/23/2022,25.53972602739726,L,0,21.2,4,9,0.444,1,3,0.333,1,1,1.0,0,2,2,1,0,0,0,1,10,6.2,8.0,Jeff Dowtin,3,6,0.5
1438,10/31/2022,21.339726027397262,W,0,5.366666666666666,2,2,1.0,0,0,,0,0,,0,2,2,0,0,0,0,1,4,3.6,1.0,Justin Champagnie,2,2,1.0
1440,11/23/2022,22.616438356164384,L,0,4.666666666666667,2,3,0.667,2,2,1.0,0,0,,0,1,1,0,0,0,0,0,6,5.0,6.0,Ron Harper Jr.,0,1,0.0
1442,10/20/2022,29.34246575342466,L,0,8.133333333333333,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,0,0,-0.4,0.0,Georges Niang,0,0,
1444,10/24/2022,29.353424657534248,W,0,21.483333333333334,4,7,0.571,3,6,0.5,2,2,1.0,0,1,1,2,1,0,0,2,13,11.6,13.0,Georges Niang,1,1,1.0
1446,10/28/2022,29.364383561643837,W,0,19.9,2,4,0.5,1,3,0.333,0,0,,0,5,5,0,0,1,2,4,5,1.6,10.0,Georges Niang,1,1,1.0
1447,10/29/2022,29.367123287671234,W,0,18.383333333333333,6,8,0.75,3,4,0.75,0,0,,1,2,3,0,0,0,0,3,15,11.9,6.0,Georges Niang,3,4,0.75
1448,10/31/2022,29.372602739726027,W,0,13.716666666666667,4,8,0.5,4,7,0.571,0,0,,0,2,2,1,0,0,1,1,12,7.9,7.0,Georges Niang,0,1,0.0
1450,11/4/2022,29.383561643835616,L,0,19.083333333333332,2,8,0.25,2,7,0.286,0,0,,0,3,3,1,0,0,1,2,6,1.0,4.0,Georges Niang,0,1,0.0
1451,11/7/2022,29.39178082191781,W,0,27.05,7,11,0.636,7,10,0.7,0,0,,0,4,4,1,2,0,3,2,21,16.2,7.0,Georges Niang,0,1,0.0
1455,11/18/2022,29.421917808219177,W,0,30.433333333333334,6,11,0.545,4,8,0.5,1,1,1.0,0,3,3,0,1,0,2,2,17,10.8,3.0,Georges Niang,2,3,0.6666666666666666
1456,11/19/2022,29.424657534246574,L,0,32.38333333333333,5,12,0.417,1,7,0.143,4,4,1.0,1,1,2,1,1,0,1,4,15,8.7,10.0,Georges Niang,4,5,0.8
1457,11/22/2022,29.432876712328767,W,0,17.716666666666665,6,11,0.545,4,5,0.8,0,0,,0,5,5,2,0,1,0,3,16,13.1,5.0,Georges Niang,2,6,0.3333333333333333
1458,11/23/2022,29.435616438356163,L,0,18.683333333333334,3,10,0.3,3,8,0.375,0,0,,0,4,4,4,0,0,2,5,9,3.2,5.0,Georges Niang,0,2,0.0
1460,11/27/2022,29.446575342465753,W,0,19.716666666666665,4,9,0.444,1,5,0.2,0,1,0.0,0,4,4,5,1,0,0,4,9,8.0,10.0,Georges Niang,3,4,0.75
1463,10/22/2022,37.465753424657535,L,1,28.6,1,2,0.5,1,2,0.5,0,0,,0,4,4,1,1,0,1,1,3,3.5,4.0,P.J. Tucker,0,0,
1465,10/26/2022,37.47671232876712,L,1,31.45,3,10,0.3,2,5,0.4,0,0,,1,3,4,0,0,0,1,1,8,2.4,1.0,P.J. Tucker,1,5,0.2
1466,10/28/2022,37.48219178082192,W,1,22.55,2,3,0.667,1,1,1.0,0,0,,2,3,5,1,1,0,0,4,5,6.1,15.0,P.J. Tucker,1,2,0.5
1467,10/29/2022,37.484931506849314,W,1,22.583333333333332,3,3,1.0,2,2,1.0,0,0,,0,6,6,0,0,2,4,4,8,4.7,1.0,P.J. Tucker,1,1,1.0
1470,11/4/2022,37.5013698630137,L,1,24.85,1,5,0.2,0,3,0.0,1,2,0.5,2,3,5,2,0,1,1,3,3,1.7,5.0,P.J. Tucker,1,2,0.5
1471,11/7/2022,37.50958904109589,W,1,29.85,2,2,1.0,0,0,,0,0,,2,6,8,1,0,1,1,1,4,6.6,11.0,P.J. Tucker,2,2,1.0
1472,11/10/2022,37.51780821917808,L,1,24.05,1,2,0.5,1,2,0.5,0,0,,0,3,3,0,0,1,1,1,3,2.2,1.0,P.J. Tucker,0,0,
1473,11/12/2022,37.52328767123288,W,1,31.116666666666667,1,1,1.0,0,0,,0,0,,1,5,6,2,2,0,1,3,2,5.1,18.0,P.J. Tucker,1,1,1.0
1474,11/13/2022,37.52602739726027,W,1,29.75,0,0,,0,0,,0,0,,0,1,1,1,1,0,1,2,0,0.2,13.0,P.J. Tucker,0,0,
1475,11/18/2022,37.53972602739726,W,1,32.35,0,1,0.0,0,1,0.0,0,0,,1,3,4,2,1,0,2,4,0,-0.3,11.0,P.J. Tucker,0,0,
1476,11/19/2022,37.54246575342466,L,1,33.483333333333334,0,1,0.0,0,0,,0,0,,0,5,5,1,0,0,2,3,0,-1.7,9.0,P.J. Tucker,0,1,0.0
1477,11/22/2022,37.55068493150685,W,1,37.06666666666667,0,6,0.0,0,2,0.0,0,0,,3,2,5,3,3,0,0,1,0,3.2,12.0,P.J. Tucker,0,4,0.0
1479,11/25/2022,37.558904109589044,W,1,25.233333333333334,0,3,0.0,0,1,0.0,0,0,,2,3,5,1,0,0,1,1,0,-0.5,3.0,P.J. Tucker,0,2,0.0
1480,11/27/2022,37.56438356164384,W,1,15.8,0,0,,0,0,,0,0,,0,2,2,1,0,0,0,2,0,0.5,13.0,P.J. Tucker,0,0,
1482,10/20/2022,30.265753424657536,L,1,33.38333333333333,4,10,0.4,1,4,0.25,0,0,,1,9,10,2,1,2,1,2,9,9.0,2.0,Tobias Harris,3,6,0.5
1484,10/24/2022,30.276712328767122,W,1,28.55,7,14,0.5,4,10,0.4,0,0,,2,6,8,2,1,1,0,3,18,16.1,14.0,Tobias Harris,3,4,0.75
1485,10/26/2022,30.28219178082192,L,1,34.25,1,5,0.2,1,3,0.333,0,0,,2,6,8,6,1,0,1,3,3,6.1,0.0,Tobias Harris,0,2,0.0
1486,10/28/2022,30.28767123287671,W,1,28.0,5,14,0.357,2,8,0.25,1,1,1.0,1,4,5,3,2,0,1,2,13,9.4,12.0,Tobias Harris,3,6,0.5
1488,10/31/2022,30.295890410958904,W,1,34.28333333333333,6,10,0.6,1,3,0.333,3,7,0.429,0,5,5,1,4,1,0,3,16,15.5,0.0,Tobias Harris,5,7,0.7142857142857143
1491,11/7/2022,30.315068493150687,W,1,37.9,7,18,0.389,3,7,0.429,4,5,0.8,0,8,8,6,1,0,2,1,21,16.0,5.0,Tobias Harris,4,11,0.36363636363636365
1493,11/12/2022,30.328767123287673,W,1,38.53333333333333,7,13,0.538,1,3,0.333,6,6,1.0,1,5,6,2,2,0,2,2,21,17.5,5.0,Tobias Harris,6,10,0.6
1494,11/13/2022,30.33150684931507,W,1,31.55,4,12,0.333,0,3,0.0,0,0,,1,5,6,2,0,0,2,4,8,1.2,14.0,Tobias Harris,4,9,0.4444444444444444
1495,11/22/2022,30.356164383561644,W,1,33.75,10,21,0.476,1,3,0.333,3,4,0.75,1,5,6,3,0,0,3,2,24,13.4,8.0,Tobias Harris,9,18,0.5
1497,11/25/2022,30.364383561643837,W,1,34.53333333333333,10,21,0.476,1,7,0.143,2,2,1.0,0,10,10,5,1,0,2,2,23,17.0,5.0,Tobias Harris,9,14,0.6428571428571429
1498,11/27/2022,30.36986301369863,W,1,29.716666666666665,10,14,0.714,2,2,1.0,3,3,1.0,0,5,5,5,2,1,1,2,25,25.1,20.0,Tobias Harris,8,12,0.6666666666666666
1500,10/20/2022,24.397260273972602,L,0,19.566666666666666,4,7,0.571,1,2,0.5,0,0,,0,2,2,0,1,0,0,0,9,7.3,5.0,De'Anthony Melton,3,5,0.6
1502,10/24/2022,24.40821917808219,W,0,17.0,3,6,0.5,2,4,0.5,3,3,1.0,0,5,5,1,1,0,0,1,11,10.8,11.0,De'Anthony Melton,1,2,0.5
1504,10/28/2022,24.41917808219178,W,1,30.75,6,15,0.4,1,5,0.2,0,0,,2,3,5,6,5,0,1,1,13,15.0,9.0,De'Anthony Melton,5,10,0.5
1507,11/4/2022,24.438356164383563,L,1,30.283333333333335,4,18,0.222,3,11,0.273,1,2,0.5,4,1,5,9,2,2,3,2,12,9.6,0.0,De'Anthony Melton,1,7,0.14285714285714285
1508,11/7/2022,24.446575342465753,W,1,33.833333333333336,2,7,0.286,1,6,0.167,1,2,0.5,2,5,7,2,1,2,1,5,6,5.2,12.0,De'Anthony Melton,1,1,1.0
1511,11/18/2022,24.476712328767125,W,1,36.05,3,8,0.375,2,3,0.667,2,2,1.0,2,5,7,6,0,0,5,2,10,6.9,6.0,De'Anthony Melton,1,5,0.2
1513,11/22/2022,24.487671232876714,W,1,32.15,7,16,0.438,6,11,0.545,2,2,1.0,3,1,4,4,3,1,2,3,22,19.3,2.0,De'Anthony Melton,1,5,0.2
1515,11/25/2022,24.495890410958904,W,1,37.333333333333336,5,14,0.357,3,9,0.333,0,2,0.0,0,4,4,4,4,0,3,4,13,7.8,1.0,De'Anthony Melton,2,5,0.4
1516,11/27/2022,24.5013698630137,W,1,29.65,5,12,0.417,1,6,0.167,0,0,,1,2,3,2,3,1,3,1,11,7.6,14.0,De'Anthony Melton,4,6,0.6666666666666666
1517,10/18/2022,28.726027397260275,L,0,10.733333333333333,1,3,0.333,0,0,,0,0,,0,0,0,0,0,1,1,3,2,-1.2,4.0,Montrezl Harrell,1,3,0.3333333333333333
1520,10/24/2022,28.742465753424657,W,0,10.616666666666667,0,2,0.0,0,0,,5,6,0.833,0,0,0,0,0,1,0,1,5,3.5,7.0,Montrezl Harrell,0,2,0.0
1522,10/28/2022,28.753424657534246,W,0,17.366666666666667,4,4,1.0,0,0,,1,1,1.0,0,2,2,2,0,1,2,1,9,8.1,12.0,Montrezl Harrell,4,4,1.0
1523,10/29/2022,28.756164383561643,W,0,11.983333333333333,1,4,0.25,0,0,,1,2,0.5,2,2,4,2,1,0,0,2,3,3.8,10.0,Montrezl Harrell,1,4,0.25
1524,10/31/2022,28.76164383561644,W,0,13.566666666666666,3,6,0.5,0,0,,1,1,1.0,1,3,4,0,1,2,0,2,7,7.2,8.0,Montrezl Harrell,3,6,0.5
1527,11/10/2022,28.78904109589041,L,0,3.4333333333333336,3,3,1.0,0,0,,2,3,0.667,1,1,2,0,1,0,0,1,8,8.3,7.0,Montrezl Harrell,3,3,1.0
1533,11/25/2022,28.83013698630137,W,1,28.0,5,8,0.625,0,0,,4,4,1.0,3,5,8,1,0,0,2,1,14,12.3,16.0,Montrezl Harrell,5,8,0.625
1534,11/27/2022,28.835616438356166,W,1,17.866666666666667,3,6,0.5,0,0,,3,4,0.75,0,7,7,1,0,2,0,1,9,9.4,2.0,Montrezl Harrell,3,6,0.5
1536,10/20/2022,29.36986301369863,L,0,21.266666666666666,2,4,0.5,0,2,0.0,0,0,,0,3,3,2,0,0,1,0,4,3.3,3.0,Danuel House Jr.,2,2,1.0
1538,10/24/2022,29.38082191780822,W,0,20.0,2,4,0.5,1,3,0.333,1,2,0.5,1,1,2,2,0,0,0,2,6,5.2,15.0,Danuel House Jr.,1,1,1.0
1540,10/28/2022,29.39178082191781,W,0,10.5,0,1,0.0,0,1,0.0,0,0,,0,2,2,0,0,0,1,1,0,-1.5,3.0,Danuel House Jr.,0,0,
1542,10/31/2022,29.4,W,0,15.316666666666666,0,0,,0,0,,2,2,1.0,0,2,2,1,0,0,0,0,2,3.3,10.0,Danuel House Jr.,0,0,
1547,11/18/2022,29.44931506849315,W,1,30.6,3,6,0.5,1,2,0.5,2,2,1.0,0,2,2,1,0,1,0,2,9,7.2,3.0,Danuel House Jr.,2,4,0.5
1551,11/25/2022,29.46849315068493,W,0,13.633333333333333,1,2,0.5,0,1,0.0,0,0,,0,1,1,0,0,0,0,1,2,0.9,8.0,Danuel House Jr.,1,1,1.0
1552,11/27/2022,29.473972602739725,W,0,25.483333333333334,5,8,0.625,1,4,0.25,8,10,0.8,0,2,2,2,0,1,1,1,19,15.9,16.0,Danuel House Jr.,4,4,1.0
1553,10/20/2022,23.350684931506848,L,0,4.916666666666667,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-0.1,1.0,Paul Reed,0,0,
1556,10/28/2022,23.372602739726027,W,0,2.25,0,0,,0,0,,0,0,,0,1,1,0,1,0,0,0,0,1.3,3.0,Paul Reed,0,0,
1557,10/31/2022,23.38082191780822,W,0,2.45,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,1.0,4.0,Paul Reed,0,0,
1558,11/2/2022,23.386301369863013,L,0,5.816666666666666,1,3,0.333,0,0,,0,0,,1,1,2,1,0,0,0,1,2,1.6,4.0,Paul Reed,1,3,0.3333333333333333
1560,11/7/2022,23.4,W,0,11.433333333333334,1,1,1.0,0,0,,0,0,,2,2,4,0,1,0,1,4,2,2.1,2.0,Paul Reed,1,1,1.0
1564,11/18/2022,23.43013698630137,W,0,12.433333333333334,1,2,0.5,0,0,,0,0,,1,5,6,0,1,0,0,3,2,3.0,5.0,Paul Reed,1,2,0.5
1566,11/22/2022,23.44109589041096,W,0,31.216666666666665,7,9,0.778,0,0,,5,6,0.833,5,5,10,0,3,2,2,1,19,22.1,21.0,Paul Reed,7,9,0.7777777777777778
1569,11/27/2022,23.454794520547946,W,0,30.133333333333333,6,6,1.0,0,0,,0,0,,3,10,13,3,1,2,5,4,12,13.2,28.0,Paul Reed,6,6,1.0
1570,10/24/2022,26.076712328767123,W,0,6.216666666666667,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,1,0,0.6,4.0,Shake Milton,0,0,
1571,10/28/2022,26.087671232876712,W,0,8.833333333333334,1,4,0.25,0,0,,0,0,,0,0,0,1,0,0,0,1,2,-0.1,7.0,Shake Milton,1,4,0.25
1572,10/29/2022,26.09041095890411,W,0,6.916666666666667,3,5,0.6,0,1,0.0,0,0,,1,1,2,1,0,1,0,0,6,6.1,5.0,Shake Milton,3,4,0.75
1573,10/31/2022,26.095890410958905,W,0,7.483333333333333,0,1,0.0,0,0,,0,0,,1,1,2,1,0,0,2,1,0,-1.4,5.0,Shake Milton,0,1,0.0
1575,11/4/2022,26.106849315068494,L,0,17.466666666666665,3,7,0.429,0,2,0.0,0,0,,1,2,3,2,0,0,1,4,6,2.4,3.0,Shake Milton,3,5,0.6
1576,11/7/2022,26.115068493150684,W,0,12.316666666666666,0,1,0.0,0,0,,2,2,1.0,0,1,1,0,0,0,2,1,2,-0.8,1.0,Shake Milton,0,1,0.0
1580,11/18/2022,26.145205479452056,W,0,31.183333333333334,6,12,0.5,1,4,0.25,2,4,0.5,0,3,3,6,1,0,3,2,15,10.5,17.0,Shake Milton,5,8,0.625
1582,11/22/2022,26.156164383561645,W,1,36.416666666666664,7,14,0.5,2,3,0.667,0,0,,1,5,6,5,0,0,1,1,16,13.3,8.0,Shake Milton,5,11,0.45454545454545453
1584,11/25/2022,26.164383561643834,W,1,41.81666666666667,7,13,0.538,4,7,0.571,6,6,1.0,2,7,9,10,1,1,4,2,24,25.1,14.0,Shake Milton,3,6,0.5
1585,11/27/2022,26.16986301369863,W,1,37.7,10,13,0.769,3,6,0.5,6,6,1.0,2,3,5,7,1,0,1,1,29,30.7,26.0,Shake Milton,7,7,1.0
1590,10/28/2022,25.65205479452055,W,0,21.783333333333335,2,6,0.333,2,5,0.4,0,0,,1,2,3,3,1,2,0,0,6,8.4,1.0,Matisse Thybulle,0,1,0.0
1591,10/29/2022,25.654794520547945,W,0,20.566666666666666,1,2,0.5,0,0,,0,0,,0,0,0,0,1,0,0,3,2,0.8,2.0,Matisse Thybulle,1,2,0.5
1592,10/31/2022,25.660273972602738,W,0,16.483333333333334,0,1,0.0,0,1,0.0,1,2,0.5,0,5,5,0,2,0,1,2,1,1.6,5.0,Matisse Thybulle,0,0,
1593,11/2/2022,25.665753424657535,L,1,15.7,1,2,0.5,0,0,,0,1,0.0,0,0,0,2,1,0,0,2,2,2.2,4.0,Matisse Thybulle,1,2,0.5
1595,11/7/2022,25.67945205479452,W,0,10.516666666666667,0,1,0.0,0,1,0.0,0,0,,1,0,1,1,0,1,0,1,0,1.0,4.0,Matisse Thybulle,0,0,
1596,11/10/2022,25.687671232876713,L,0,8.35,0,2,0.0,0,1,0.0,0,0,,0,0,0,0,1,0,1,1,0,-1.8,6.0,Matisse Thybulle,0,1,0.0
1597,11/12/2022,25.693150684931506,W,1,29.866666666666667,1,5,0.2,1,4,0.25,0,0,,0,2,2,0,1,0,0,2,3,0.7,15.0,Matisse Thybulle,0,1,0.0
1598,11/13/2022,25.695890410958903,W,1,27.45,1,2,0.5,0,1,0.0,0,0,,1,5,6,2,5,1,0,2,2,9.5,18.0,Matisse Thybulle,1,1,1.0
1605,10/24/2022,21.96986301369863,W,1,37.78333333333333,3,11,0.273,2,5,0.4,0,0,,1,1,2,3,1,0,2,0,8,3.6,4.0,Tyrese Maxey,1,6,0.16666666666666666
1607,10/28/2022,21.980821917808218,W,1,39.81666666666667,15,20,0.75,9,12,0.75,5,6,0.833,0,8,8,4,1,0,2,3,44,38.6,29.0,Tyrese Maxey,6,8,0.75
1608,10/29/2022,21.983561643835618,W,1,29.283333333333335,5,14,0.357,2,6,0.333,2,3,0.667,0,5,5,3,1,0,2,4,14,6.8,5.0,Tyrese Maxey,3,8,0.375
1611,11/4/2022,22.0,L,1,39.05,10,29,0.345,4,13,0.308,7,7,1.0,1,2,3,7,1,0,4,3,31,16.7,2.0,Tyrese Maxey,6,16,0.375
1612,11/7/2022,22.008219178082193,W,1,40.333333333333336,4,18,0.222,0,4,0.0,3,6,0.5,1,4,5,6,0,1,2,0,11,3.6,8.0,Tyrese Maxey,4,14,0.2857142857142857
1614,11/12/2022,22.02191780821918,W,1,35.916666666666664,10,18,0.556,3,5,0.6,3,4,0.75,0,2,2,9,1,0,3,4,26,20.3,24.0,Tyrese Maxey,7,13,0.5384615384615384
1615,11/13/2022,22.024657534246575,W,1,36.7,8,24,0.333,2,8,0.25,0,0,,0,3,3,3,4,1,1,4,18,9.5,15.0,Tyrese Maxey,6,16,0.375
1619,10/22/2022,28.602739726027398,L,1,35.95,14,25,0.56,0,2,0.0,12,15,0.8,3,10,13,3,1,2,2,2,40,33.7,6.0,Joel Embiid,14,23,0.6086956521739131
1620,10/24/2022,28.60821917808219,W,1,28.283333333333335,8,13,0.615,1,3,0.333,9,9,1.0,1,4,5,2,1,3,3,5,26,21.5,8.0,Joel Embiid,7,10,0.7
1622,10/29/2022,28.621917808219177,W,1,31.65,9,15,0.6,1,2,0.5,6,9,0.667,2,5,7,4,1,0,5,4,25,17.0,5.0,Joel Embiid,8,13,0.6153846153846154
1623,11/7/2022,28.646575342465752,W,1,36.71666666666667,8,21,0.381,1,4,0.25,16,16,1.0,7,3,10,5,0,1,3,2,33,27.7,10.0,Joel Embiid,7,17,0.4117647058823529
1624,11/10/2022,28.654794520547945,L,1,31.75,9,18,0.5,0,3,0.0,8,10,0.8,0,13,13,2,0,1,8,5,26,12.2,10.0,Joel Embiid,9,15,0.6
1625,11/12/2022,28.660273972602738,W,1,40.016666666666666,14,25,0.56,1,6,0.167,13,16,0.813,0,10,10,6,2,2,4,5,42,33.5,22.0,Joel Embiid,13,19,0.6842105263157895
1626,11/13/2022,28.663013698630138,W,1,36.68333333333333,19,28,0.679,1,5,0.2,20,24,0.833,1,10,11,8,1,7,5,3,59,54.4,25.0,Joel Embiid,18,23,0.782608695652174
1627,11/18/2022,28.676712328767124,W,1,36.833333333333336,12,26,0.462,2,6,0.333,6,8,0.75,1,10,11,8,1,3,5,2,32,24.4,8.0,Joel Embiid,10,20,0.5
1629,10/18/2022,33.14520547945205,L,1,37.28333333333333,9,14,0.643,5,9,0.556,12,12,1.0,0,8,8,7,0,0,3,3,35,31.9,1.0,James Harden,4,5,0.8
1630,10/20/2022,33.15068493150685,L,1,40.333333333333336,13,24,0.542,1,7,0.143,4,4,1.0,0,8,8,9,2,1,2,2,31,28.0,5.0,James Harden,12,17,0.7058823529411765
1631,10/22/2022,33.156164383561645,L,1,40.3,4,18,0.222,1,6,0.167,3,4,0.75,4,5,9,12,1,2,2,3,12,12.5,0.0,James Harden,3,12,0.25
1632,10/24/2022,33.16164383561644,W,1,34.65,10,18,0.556,5,10,0.5,4,4,1.0,0,9,9,11,2,0,1,2,29,31.0,16.0,James Harden,5,8,0.625
1634,10/28/2022,33.172602739726024,W,1,33.71666666666667,4,9,0.444,0,3,0.0,3,3,1.0,1,3,4,4,0,2,5,2,11,6.3,3.0,James Harden,4,6,0.6666666666666666
1636,10/31/2022,33.18082191780822,W,1,37.61666666666667,8,17,0.471,2,6,0.333,5,6,0.833,0,7,7,17,2,0,4,2,23,25.1,8.0,James Harden,6,11,0.5454545454545454
1639,10/28/2022,25.263013698630136,W,0,2.25,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,1.0,3.0,Furkan Korkmaz,0,0,
1641,11/10/2022,25.2986301369863,L,0,7.95,0,0,,0,0,,4,4,1.0,0,0,0,1,0,0,0,1,4,4.3,11.0,Furkan Korkmaz,0,0,
1643,11/22/2022,25.33150684931507,W,0,20.666666666666668,3,9,0.333,2,4,0.5,1,2,0.5,1,3,4,1,0,0,0,0,9,5.8,12.0,Furkan Korkmaz,1,5,0.2
1645,11/25/2022,25.339726027397262,W,0,16.833333333333332,2,6,0.333,1,3,0.333,2,2,1.0,1,1,2,0,0,0,2,1,7,2.2,1.0,Furkan Korkmaz,1,3,0.3333333333333333
1646,11/27/2022,25.345205479452055,W,0,24.833333333333332,6,7,0.857,3,3,1.0,2,3,0.667,0,2,2,4,0,1,2,2,17,15.4,16.0,Furkan Korkmaz,3,4,0.75
