Date,Age,Game Result,GS,MP,FG,FGA,FGcent,3P,3PA,3Pcent,FT,FTA,FTcent,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,PointDifference,Player
11/13/2022,28-242,W (+7),1,36:41:00,19,28,0.679,1,5,0.2,20,24,0.833,1,10,11,8,1,7,5,3,59,54.4,25,Joel Embiid
11/18/2022,28-247,W (+8),1,36:50:00,12,26,0.462,2,6,0.333,6,8,0.75,1,10,11,8,1,3,5,2,32,24.4,8,Joel Embiid
11/19/2022,28-248,L (-3),1,35:51:00,6,15,0.4,2,4,0.5,18,20,0.9,1,8,9,6,3,0,6,3,32,26.2,-2,Joel Embiid
10/18/2022,33-053,L (-9),1,37:17:00,9,14,0.643,5,9,0.556,12,12,1,0,8,8,7,0,0,3,3,35,31.9,1,James Harden
10/20/2022,33-055,L (-2),1,40:20:00,13,24,0.542,1,7,0.143,4,4,1,0,8,8,9,2,1,2,2,31,28,5,James Harden
10/22/2022,33-057,L (-9),1,40:18:00,4,18,0.222,1,6,0.167,3,4,0.75,4,5,9,12,1,2,2,3,12,12.5,0,James Harden
10/24/2022,33-059,W (+14),1,34:39:00,10,18,0.556,5,10,0.5,4,4,1,0,9,9,11,2,0,1,2,29,31,16,James Harden
10/26/2022,33-061,L (-10),1,35:39:00,5,12,0.417,3,6,0.5,5,6,0.833,0,7,7,9,0,1,3,2,18,16.5,-6,James Harden
10/28/2022,33-063,W (+22),1,33:43:00,4,9,0.444,0,3,0,3,3,1,1,3,4,4,0,2,5,2,11,6.3,3,James Harden
10/29/2022,33-064,W (+5),1,36:00:00,2,13,0.154,0,5,0,11,11,1,0,6,6,11,2,0,3,0,15,15.2,-3,James Harden
10/31/2022,33-066,W (+7),1,37:37:00,8,17,0.471,2,6,0.333,5,6,0.833,0,7,7,17,2,0,4,2,23,25.1,8,James Harden
11/2/2022,33-068,L (-10),1,35:04:00,8,18,0.444,3,8,0.375,5,6,0.833,0,5,5,10,1,0,3,2,24,19.9,-9,James Harden
10/24/2022,25-092,W (+14),0,2:00,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-4,Furkan Korkmaz
10/28/2022,25-096,W (+22),0,2:15,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,1,3,Furkan Korkmaz
11/4/2022,25-103,L (-2),0,11:29,1,3,0.333,1,2,0.5,0,0,,1,1,2,1,0,0,2,0,3,1,-5,Furkan Korkmaz
11/10/2022,25-109,L (-9),0,7:57,0,0,,0,0,,4,4,1,0,0,0,1,0,0,0,1,4,4.3,11,Furkan Korkmaz
11/12/2022,25-111,W (+12),0,3:57,3,4,0.75,0,0,,1,2,0.5,0,1,1,0,0,0,0,1,7,4.9,-1,Furkan Korkmaz
11/22/2022,25-121,W (+9),0,20:40,3,9,0.333,2,4,0.5,1,2,0.5,1,3,4,1,0,0,0,0,9,5.8,12,Furkan Korkmaz
11/23/2022,25-122,L (-6),0,20:20,2,6,0.333,1,4,0.25,0,0,,0,0,0,1,0,0,1,2,5,0.5,-8,Furkan Korkmaz
11/25/2022,25-124,W (+8),0,16:50,2,6,0.333,1,3,0.333,2,2,1,1,1,2,0,0,0,2,1,7,2.2,1,Furkan Korkmaz
11/27/2022,25-126,W (+30),0,24:50:00,6,7,0.857,3,3,1,2,3,0.667,0,2,2,4,0,1,2,2,17,15.4,16,Furkan Korkmaz
10/24/2022,20-029,W (+14),0,2:00,0,1,0,0,0,,1,2,0.5,1,1,2,0,0,1,0,0,1,1.6,-4,Jaden Springer
10/28/2022,20-033,W (+22),0,2:15,2,2,1,0,0,,0,0,,0,0,0,0,0,0,0,1,4,3,3,Jaden Springer
11/22/2022,21-146,W (+9),0,1:23,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-5,Julian Champagnie
11/27/2022,21-151,W (+30),0,5:17,0,1,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,0,0.3,1,Julian Champagnie
11/22/2022,19-310,W (+9),0,1:02,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,-2,Michael Foster Jr.
10/19/2022,34-020,L (-22),1,31:46:00,11,21,0.524,2,6,0.333,8,9,0.889,0,3,3,2,1,4,4,4,32,21.8,-23,Kevin Durant
10/21/2022,34-022,W (+4),1,35:27:00,8,18,0.444,3,9,0.333,8,10,0.8,1,4,5,6,0,2,5,2,27,18.5,-8,Kevin Durant
10/24/2022,34-025,L (-10),1,39:01:00,14,20,0.7,1,3,0.333,8,9,0.889,1,4,5,4,0,0,1,4,37,30.3,-10,Kevin Durant
10/26/2022,34-027,L (-11),1,38:52:00,10,23,0.435,1,4,0.25,12,13,0.923,0,6,6,3,0,2,5,3,33,19.6,-17,Kevin Durant
10/27/2022,34-028,L (-4),1,41:14:00,12,21,0.571,2,5,0.4,11,11,1,1,2,3,5,2,1,3,2,37,30.8,-6,Kevin Durant
10/29/2022,34-030,L (-9),1,38:47:00,8,20,0.4,1,5,0.2,9,9,1,1,4,5,2,3,4,3,0,26,21.3,-3,Kevin Durant
10/31/2022,34-032,W (+7),1,39:04:00,13,22,0.591,2,5,0.4,8,8,1,0,9,9,7,1,1,3,2,36,31.3,8,Kevin Durant
11/1/2022,34-033,L (-9),1,37:59:00,9,16,0.563,2,4,0.5,12,12,1,0,9,9,6,1,2,7,3,32,25.5,-7,Kevin Durant
11/4/2022,34-036,W (+42),1,33:11:00,10,21,0.476,2,6,0.333,6,6,1,0,9,9,11,0,1,2,1,28,26,35,Kevin Durant
11/5/2022,34-037,W (+4),1,37:20:00,10,20,0.5,1,4,0.25,6,6,1,0,8,8,2,0,3,3,2,27,19.1,13,Kevin Durant
11/7/2022,34-039,L (-2),1,38:40:00,10,20,0.5,1,3,0.333,5,7,0.714,1,3,4,4,2,1,3,5,26,17.3,1,Kevin Durant
11/9/2022,34-041,W (+27),1,34:32:00,10,19,0.526,1,5,0.2,8,10,0.8,1,11,12,12,1,2,1,1,29,32.3,32,Kevin Durant
11/12/2022,34-044,W (+15),1,34:32:00,10,16,0.625,3,5,0.6,4,4,1,0,6,6,3,2,2,3,4,27,22.5,16,Kevin Durant
11/13/2022,34-045,L (-13),1,37:50:00,8,16,0.5,2,3,0.667,13,15,0.867,0,9,9,7,0,2,3,2,31,27.4,-15,Kevin Durant
11/15/2022,34-047,L (-32),1,30:39:00,8,15,0.533,0,1,0,11,11,1,0,4,4,6,0,1,2,2,27,23,-31,Kevin Durant
11/17/2022,34-049,W (+2),1,38:48:00,13,22,0.591,1,4,0.25,8,10,0.8,0,8,8,3,0,1,4,4,35,23.6,15,Kevin Durant
11/20/2022,34-052,W (+12),1,35:41:00,9,16,0.563,0,3,0,8,8,1,0,7,7,7,1,1,4,3,26,21.9,5,Kevin Durant
11/22/2022,34-054,L (-9),1,36:46:00,9,14,0.643,0,1,0,2,2,1,0,5,5,5,0,2,3,0,20,17.2,-10,Kevin Durant
11/23/2022,34-055,W (+14),1,32:48:00,5,10,0.5,2,5,0.4,0,0,,0,7,7,5,0,3,4,2,12,9.9,30,Kevin Durant
11/25/2022,34-057,L (-11),1,38:50:00,15,31,0.484,3,12,0.25,3,4,0.75,2,7,9,8,0,2,5,4,36,23.8,0,Kevin Durant
11/27/2022,34-059,W (+14),1,36:41:00,12,20,0.6,3,6,0.5,4,4,1,0,5,5,5,0,0,1,4,31,24.2,21,Kevin Durant
10/19/2022,29-136,L (-22),1,34:09:00,4,7,0.571,2,3,0.667,0,0,,1,6,7,3,3,2,0,4,10,14.1,-27,Royce O'Neale
10/21/2022,29-138,W (+4),1,39:18:00,2,7,0.286,1,4,0.25,2,2,1,0,4,4,3,2,2,2,2,7,6.8,-5,Royce O'Neale
10/24/2022,29-141,L (-10),1,35:43:00,3,12,0.25,2,7,0.286,0,0,,1,2,3,4,1,2,0,3,8,6.1,-9,Royce O'Neale
10/26/2022,29-143,L (-11),1,37:03:00,4,13,0.308,4,9,0.444,0,0,,0,0,0,0,2,0,2,4,12,2.9,-3,Royce O'Neale
10/27/2022,29-144,L (-4),1,40:45:00,4,11,0.364,2,8,0.25,0,0,,1,6,7,1,1,0,2,5,10,4.1,11,Royce O'Neale
10/29/2022,29-146,L (-9),1,37:47:00,4,7,0.571,3,6,0.5,0,0,,0,1,1,5,0,0,0,4,11,9.9,-12,Royce O'Neale
10/31/2022,29-148,W (+7),1,36:49:00,3,9,0.333,2,6,0.333,0,0,,2,6,8,5,1,1,2,4,8,7.7,12,Royce O'Neale
11/1/2022,29-149,L (-9),1,33:42:00,8,12,0.667,4,6,0.667,0,0,,2,3,5,3,1,0,1,3,20,18,-11,Royce O'Neale
11/4/2022,29-152,W (+42),1,28:47:00,5,9,0.556,3,5,0.6,0,0,,1,2,3,8,1,0,0,3,13,15.4,22,Royce O'Neale
11/5/2022,29-153,W (+4),1,38:05:00,1,9,0.111,1,5,0.2,3,4,0.75,1,3,4,5,0,0,0,3,6,3.6,2,Royce O'Neale
11/7/2022,29-155,L (-2),1,40:57:00,5,12,0.417,4,8,0.5,1,2,0.5,2,2,4,8,2,2,3,3,15,15,0,Royce O'Neale
11/9/2022,29-157,W (+27),1,33:53:00,2,7,0.286,2,4,0.5,0,0,,4,6,10,5,2,0,1,3,6,9.8,44,Royce O'Neale
11/12/2022,29-160,W (+15),1,34:32:00,3,11,0.273,3,6,0.5,3,4,0.75,1,4,5,3,1,0,3,3,12,5.9,16,Royce O'Neale
11/13/2022,29-161,L (-13),1,37:14:00,2,8,0.25,1,4,0.25,1,2,0.5,0,4,4,4,2,0,1,4,6,4.2,-13,Royce O'Neale
11/15/2022,29-163,L (-32),1,24:08:00,1,4,0.25,1,4,0.25,0,0,,0,2,2,1,0,0,3,1,3,-1.5,-40,Royce O'Neale
11/17/2022,29-165,W (+2),1,37:19:00,5,14,0.357,1,7,0.143,0,0,,1,9,10,11,0,1,2,3,11,11.8,-1,Royce O'Neale
11/20/2022,29-168,W (+12),1,31:29:00,4,6,0.667,4,6,0.667,0,0,,0,5,5,8,0,1,1,4,12,14.6,12,Royce O'Neale
11/22/2022,29-170,L (-9),1,39:07:00,4,4,1,3,3,1,0,0,,0,7,7,6,0,2,5,3,11,11.3,-13,Royce O'Neale
11/23/2022,29-171,W (+14),1,27:25:00,5,8,0.625,5,8,0.625,0,0,,0,4,4,7,4,0,3,3,15,17.3,16,Royce O'Neale
11/25/2022,29-173,L (-11),1,40:44:00,3,8,0.375,3,7,0.429,0,0,,0,4,4,3,1,0,5,1,9,3.5,-11,Royce O'Neale
11/27/2022,29-175,W (+14),1,38:27:00,2,5,0.4,0,2,0,3,4,0.75,0,5,5,4,0,1,0,5,7,6.9,6,Royce O'Neale
10/19/2022,23-185,L (-22),1,24:47:00,6,7,0.857,0,0,,1,2,0.5,3,7,10,0,1,2,4,3,13,11.5,-15,Nic Claxton
10/21/2022,23-187,W (+4),1,33:50:00,8,11,0.727,0,0,,3,8,0.375,7,4,11,0,1,4,0,2,19,21.6,9,Nic Claxton
10/24/2022,23-190,L (-10),1,33:06:00,7,10,0.7,0,0,,2,2,1,2,5,7,0,0,2,0,4,16,14.5,-2,Nic Claxton
10/26/2022,23-192,L (-11),1,23:26,1,4,0.25,0,0,,1,2,0.5,4,4,8,1,0,2,1,3,3,4.1,-10,Nic Claxton
10/27/2022,23-193,L (-4),1,28:40:00,3,7,0.429,0,1,0,1,4,0.25,3,3,6,1,0,0,1,1,7,4.4,3,Nic Claxton
10/29/2022,23-195,L (-9),1,22:05,4,6,0.667,0,0,,0,3,0,2,7,9,0,1,2,0,2,8,9.3,-6,Nic Claxton
10/31/2022,23-197,W (+7),1,31:02:00,9,11,0.818,0,0,,1,2,0.5,3,6,9,4,1,4,4,4,19,19.4,17,Nic Claxton
11/1/2022,23-198,L (-9),1,34:35:00,4,4,1,0,0,,2,4,0.5,0,10,10,2,0,1,3,2,10,9.3,-4,Nic Claxton
11/4/2022,23-201,W (+42),1,28:15:00,9,10,0.9,0,0,,0,0,,2,7,9,1,0,3,0,2,18,20.1,32,Nic Claxton
11/5/2022,23-202,W (+4),1,25:26:00,5,7,0.714,0,0,,1,1,1,3,6,9,3,3,4,3,4,11,15.3,-8,Nic Claxton
11/7/2022,23-204,L (-2),1,31:56:00,5,8,0.625,0,0,,0,0,,7,7,14,1,3,1,2,4,10,14.2,5,Nic Claxton
11/9/2022,23-206,W (+27),1,19:31,5,7,0.714,0,0,,2,5,0.4,1,5,6,2,0,1,2,4,12,8.6,14,Nic Claxton
11/12/2022,23-209,W (+15),1,31:46:00,6,9,0.667,0,0,,1,5,0.2,2,12,14,2,1,3,0,1,13,16.6,14,Nic Claxton
11/13/2022,23-210,L (-13),1,15:51,4,4,1,0,0,,0,2,0,2,3,5,0,0,0,1,2,8,6.5,-16,Nic Claxton
11/15/2022,23-212,L (-32),1,17:54,3,5,0.6,0,0,,0,0,,0,1,1,1,0,0,1,3,6,2.5,-30,Nic Claxton
11/17/2022,23-214,W (+2),1,25:20:00,5,8,0.625,0,0,,1,2,0.5,1,4,5,2,2,0,1,3,11,10.1,-16,Nic Claxton
11/22/2022,23-219,L (-9),1,21:16,6,7,0.857,0,0,,0,0,,0,4,4,0,0,3,0,3,12,11.6,1,Nic Claxton
11/23/2022,23-220,W (+14),1,30:16:00,6,7,0.857,0,0,,2,2,1,4,8,12,3,1,4,4,2,14,17.8,24,Nic Claxton
11/25/2022,23-222,L (-11),1,28:04:00,6,6,1,0,0,,0,0,,2,9,11,1,0,5,1,5,12,15.5,-21,Nic Claxton
11/27/2022,23-224,W (+14),1,31:45:00,4,6,0.667,0,0,,4,6,0.667,2,5,7,2,2,1,2,3,12,12.4,12,Nic Claxton
10/19/2022,34-069,L (-22),0,22:40,5,10,0.5,4,9,0.444,2,2,1,0,1,1,0,0,0,0,0,16,11.3,-2,Patty Mills
10/21/2022,34-071,W (+4),0,11:04,2,5,0.4,2,4,0.5,4,4,1,0,0,0,0,0,0,0,0,10,7.3,15,Patty Mills
10/24/2022,34-074,L (-10),0,19:14,2,4,0.5,2,4,0.5,0,0,,1,0,1,2,0,0,0,0,6,6.1,-7,Patty Mills
10/26/2022,34-076,L (-11),0,17:44,0,2,0,0,2,0,0,0,,0,1,1,3,0,0,1,0,0,0,-7,Patty Mills
10/27/2022,34-077,L (-4),0,16:44,1,3,0.333,1,2,0.5,0,0,,1,1,2,1,0,0,1,1,3,1.6,0,Patty Mills
10/29/2022,34-079,L (-9),0,6:32,2,3,0.667,1,2,0.5,3,3,1,0,0,0,0,0,0,0,1,8,6.3,0,Patty Mills
10/31/2022,34-081,W (+7),0,5:36,0,1,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,0,0.3,2,Patty Mills
11/1/2022,34-082,L (-9),0,9:39,3,6,0.5,2,4,0.5,1,1,1,0,1,1,0,0,0,0,3,9,5.1,-4,Patty Mills
11/4/2022,34-085,W (+42),0,16:19,2,4,0.5,1,2,0.5,0,0,,0,1,1,1,1,1,0,1,5,5.3,16,Patty Mills
11/5/2022,34-086,W (+4),0,13:11,4,6,0.667,3,5,0.6,0,0,,0,0,0,2,0,0,1,1,11,8.4,-9,Patty Mills
11/7/2022,34-088,L (-2),0,7:59,0,2,0,0,2,0,0,0,,0,1,1,0,0,0,0,0,0,-1.1,-5,Patty Mills
11/9/2022,34-090,W (+27),0,8:52,0,3,0,0,2,0,0,0,,0,1,1,1,0,0,0,0,0,-1.1,0,Patty Mills
11/12/2022,34-093,W (+15),0,11:33,2,5,0.4,2,4,0.5,0,0,,1,0,1,1,0,0,0,0,6,4.7,-3,Patty Mills
11/13/2022,34-094,L (-13),0,12:56,1,6,0.167,0,4,0,0,0,,1,0,1,1,1,0,0,0,2,0.6,-17,Patty Mills
11/15/2022,34-096,L (-32),0,4:07,1,1,1,1,1,1,0,0,,0,2,2,1,0,0,0,0,3,4,0,Patty Mills
11/17/2022,34-098,W (+2),0,3:42,1,2,0.5,0,1,0,0,0,,0,0,0,2,1,0,1,0,2,2.4,-3,Patty Mills
11/20/2022,34-101,W (+12),0,6:22,2,2,1,0,0,,0,0,,0,1,1,1,0,0,1,0,4,3.4,6,Patty Mills
11/22/2022,34-103,L (-9),0,13:15,1,3,0.333,1,3,0.333,0,0,,1,0,1,2,0,0,0,2,3,2.6,0,Patty Mills
11/23/2022,34-104,W (+14),0,6:24,0,2,0,0,2,0,0,0,,0,1,1,1,0,0,1,0,0,-1.4,-11,Patty Mills
11/25/2022,34-106,L (-11),0,5:05,1,1,1,1,1,1,0,0,,0,0,0,2,0,0,1,1,3,2.7,-3,Patty Mills
10/21/2022,31-045,W (+4),0,17:51,1,3,0.333,1,2,0.5,0,0,,1,1,2,2,0,0,0,1,3,3.3,-10,Joe Harris
10/24/2022,31-048,L (-10),0,22:32,3,9,0.333,2,7,0.286,0,0,,2,3,5,2,0,1,0,4,8,5.7,12,Joe Harris
10/26/2022,31-050,L (-11),0,20:36,1,5,0.2,1,3,0.333,0,0,,1,3,4,2,0,0,0,2,3,2.1,-12,Joe Harris
10/29/2022,31-053,L (-9),0,24:04:00,4,7,0.571,2,5,0.4,1,1,1,0,3,3,1,0,1,1,2,11,8.2,-1,Joe Harris
10/31/2022,31-055,W (+7),1,29:04:00,3,6,0.5,1,2,0.5,0,0,,0,0,0,2,3,1,1,3,7,6.9,13,Joe Harris
11/1/2022,31-056,L (-9),1,21:13,3,8,0.375,2,7,0.286,0,2,0,0,2,2,2,0,0,1,1,8,3.4,-4,Joe Harris
11/4/2022,31-059,W (+42),1,24:27:00,3,5,0.6,2,4,0.5,0,0,,0,4,4,3,1,0,0,4,8,8.4,17,Joe Harris
11/5/2022,31-060,W (+4),1,30:40:00,2,10,0.2,1,8,0.125,0,0,,4,3,7,2,0,0,0,2,5,3.1,9,Joe Harris
11/7/2022,31-062,L (-2),1,33:08:00,6,10,0.6,2,5,0.4,0,0,,2,3,5,4,1,0,0,2,14,14.7,13,Joe Harris
11/9/2022,31-064,W (+27),1,31:56:00,4,11,0.364,2,6,0.333,0,0,,0,4,4,1,1,0,1,2,10,5,27,Joe Harris
11/12/2022,31-067,W (+15),1,31:38:00,2,6,0.333,2,5,0.4,1,2,0.5,0,2,2,3,1,0,1,1,7,5.5,7,Joe Harris
11/13/2022,31-068,L (-13),1,31:01:00,4,7,0.571,2,4,0.5,0,0,,0,5,5,0,0,0,1,3,10,6,-26,Joe Harris
11/15/2022,31-070,L (-32),1,20:12,1,7,0.143,1,5,0.2,1,1,1,0,1,1,1,0,0,1,0,4,-0.5,-37,Joe Harris
11/17/2022,31-072,W (+2),1,33:25:00,5,12,0.417,4,8,0.5,1,1,1,0,3,3,4,0,1,3,4,15,8.4,10,Joe Harris
11/20/2022,31-075,W (+12),1,28:16:00,4,7,0.571,4,6,0.667,1,2,0.5,0,2,2,3,1,1,0,5,13,11.7,14,Joe Harris
11/22/2022,31-077,L (-9),0,23:02,1,8,0.125,1,7,0.143,0,0,,0,2,2,0,0,0,1,1,3,-3,-16,Joe Harris
11/23/2022,31-078,W (+14),0,14:06,1,7,0.143,1,6,0.167,0,0,,0,2,2,1,0,0,0,1,3,-0.6,-7,Joe Harris
11/25/2022,31-080,L (-11),0,12:02,0,3,0,0,3,0,0,0,,0,1,1,1,0,0,0,3,0,-2.3,-8,Joe Harris
11/27/2022,31-082,W (+14),0,16:13,1,6,0.167,1,6,0.167,1,1,1,0,0,0,0,0,0,0,3,4,-1,4,Joe Harris
10/19/2022,26-292,L (-22),0,18:54,2,5,0.4,0,3,0,2,2,1,0,1,1,3,0,0,3,1,6,2.3,2,Edmond Sumner
10/24/2022,26-297,L (-10),0,2:57,0,0,,0,0,,0,0,,0,0,0,1,0,0,1,0,0,-0.3,-1,Edmond Sumner
10/26/2022,26-299,L (-11),0,6:11,4,6,0.667,0,1,0,1,1,1,0,0,0,1,1,0,0,0,9,8.1,-7,Edmond Sumner
10/27/2022,26-300,L (-4),0,15:16,0,4,0,0,2,0,6,6,1,0,3,3,0,1,0,1,1,6,3.7,-7,Edmond Sumner
10/31/2022,26-304,W (+7),0,11:52,1,4,0.25,0,1,0,4,4,1,0,0,0,1,0,0,0,0,6,4.3,-1,Edmond Sumner
11/1/2022,26-305,L (-9),0,21:58,2,6,0.333,0,1,0,0,0,,0,1,1,5,0,1,1,2,4,3.3,1,Edmond Sumner
11/4/2022,26-308,W (+42),1,25:08:00,3,7,0.429,1,2,0.5,4,4,1,1,3,4,0,2,0,2,1,11,8.5,16,Edmond Sumner
11/5/2022,26-309,W (+4),1,17:50,2,6,0.333,2,3,0.667,0,0,,1,3,4,1,1,1,2,2,6,3.8,-9,Edmond Sumner
11/7/2022,26-311,L (-2),1,19:54,2,5,0.4,0,2,0,0,0,,0,2,2,0,1,1,1,4,4,1,6,Edmond Sumner
11/9/2022,26-313,W (+27),1,18:31,7,10,0.7,3,4,0.75,1,2,0.5,1,4,5,1,2,0,0,2,18,17.2,24,Edmond Sumner
11/12/2022,26-316,W (+15),1,22:48,4,10,0.4,2,6,0.333,1,1,1,0,1,1,4,3,1,2,1,11,10,6,Edmond Sumner
11/13/2022,26-317,L (-13),1,25:53:00,5,12,0.417,1,5,0.2,2,2,1,1,0,1,1,1,0,3,2,13,5.2,-5,Edmond Sumner
11/15/2022,26-319,L (-32),1,21:35,4,9,0.444,1,4,0.25,9,9,1,0,1,1,1,2,0,1,3,18,14.1,-20,Edmond Sumner
11/17/2022,26-321,W (+2),1,5:57,0,0,,0,0,,0,0,,0,0,0,1,0,0,1,0,0,-0.3,4,Edmond Sumner
11/22/2022,26-326,L (-9),0,3:08,3,3,1,0,0,,1,1,1,0,0,0,0,0,0,0,0,7,6.1,5,Edmond Sumner
11/23/2022,26-327,W (+14),0,21:12,3,8,0.375,0,2,0,0,1,0,1,1,2,1,1,1,3,5,6,-0.4,-2,Edmond Sumner
11/27/2022,26-331,W (+14),0,10:42,1,2,0.5,0,0,,0,0,,0,0,0,1,0,0,0,1,2,1.3,12,Edmond Sumner
10/19/2022,26-091,L (-22),1,23:10,2,3,0.667,0,0,,0,2,0,0,5,5,5,0,0,3,6,4,1.5,-26,Ben Simmons
10/21/2022,26-093,W (+4),1,32:29:00,3,5,0.6,0,0,,0,0,,0,10,10,8,0,2,3,2,6,9.9,-3,Ben Simmons
10/24/2022,26-096,L (-10),1,28:07:00,2,5,0.4,0,1,0,3,5,0.6,0,3,3,8,1,0,5,6,7,3.6,-16,Ben Simmons
10/26/2022,26-098,L (-11),1,34:28:00,2,7,0.286,0,0,,0,2,0,1,4,5,9,2,1,2,4,4,6.4,2,Ben Simmons
10/27/2022,26-099,L (-4),1,37:06:00,3,7,0.429,0,0,,1,1,1,3,5,8,5,3,0,1,4,7,10.8,1,Ben Simmons
10/29/2022,26-101,L (-9),1,35:42:00,3,7,0.429,0,0,,3,5,0.6,2,6,8,9,1,1,2,4,9,12.1,-11,Ben Simmons
11/7/2022,26-110,L (-2),0,15:56,1,3,0.333,0,0,,0,0,,1,2,3,2,1,0,2,3,2,0.8,-7,Ben Simmons
11/9/2022,26-112,W (+27),0,23:53,3,6,0.5,0,0,,0,0,,2,7,9,4,2,1,2,4,6,8.4,18,Ben Simmons
11/12/2022,26-115,W (+15),0,14:28,1,2,0.5,0,0,,0,0,,1,4,5,3,0,0,0,4,2,3.4,-1,Ben Simmons
11/15/2022,26-118,L (-32),0,20:22,5,7,0.714,0,0,,1,2,0.5,0,5,5,3,1,0,2,0,11,10.3,-3,Ben Simmons
11/17/2022,26-120,W (+2),0,32:11:00,6,6,1,0,0,,3,4,0.75,1,12,13,7,0,1,1,6,15,19.3,13,Ben Simmons
11/20/2022,26-123,W (+12),1,34:42:00,11,13,0.846,0,0,,0,1,0,1,7,8,5,1,0,5,3,22,18,19,Ben Simmons
11/22/2022,26-125,L (-9),1,32:23:00,4,7,0.571,0,0,,3,6,0.5,2,5,7,11,3,3,3,3,11,18,-9,Ben Simmons
11/23/2022,26-126,W (+14),1,32:30:00,7,9,0.778,0,0,,0,0,,0,2,2,6,3,2,1,5,14,16.7,15,Ben Simmons
11/25/2022,26-128,L (-11),1,34:11:00,8,8,1,0,0,,4,5,0.8,1,5,6,3,0,1,3,6,20,16.8,-5,Ben Simmons
11/27/2022,26-130,W (+14),1,33:37:00,1,3,0.333,0,0,,0,0,,1,11,12,8,3,0,2,2,2,10.1,-1,Ben Simmons
10/19/2022,21-006,L (-22),0,12:42,1,4,0.25,0,1,0,0,0,,0,0,0,1,0,0,0,0,2,0.3,3,Cam Thomas
10/26/2022,21-013,L (-11),0,0:58,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,1,Cam Thomas
11/1/2022,21-019,L (-9),0,0:49,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2,Cam Thomas
11/4/2022,21-022,W (+42),0,31:50:00,6,13,0.462,2,4,0.5,3,3,1,0,4,4,6,1,0,0,2,17,15.9,36,Cam Thomas
11/5/2022,21-023,W (+4),0,28:47:00,5,11,0.455,1,2,0.5,10,11,0.909,0,4,4,4,1,1,1,2,21,18.8,13,Cam Thomas
11/7/2022,21-025,L (-2),0,29:42:00,5,13,0.385,2,4,0.5,7,9,0.778,1,0,1,2,2,0,1,2,19,13.4,-7,Cam Thomas
11/9/2022,21-027,W (+27),0,22:05,3,8,0.375,0,1,0,0,0,,0,2,2,2,1,1,3,1,6,1.9,-8,Cam Thomas
11/12/2022,21-030,W (+15),0,25:03:00,1,6,0.167,0,1,0,2,2,1,0,2,2,3,1,0,2,2,4,1.1,2,Cam Thomas
11/13/2022,21-031,L (-13),0,22:34,4,9,0.444,0,2,0,7,9,0.778,0,3,3,2,1,0,1,1,15,11.4,8,Cam Thomas
11/15/2022,21-033,L (-32),0,20:41,4,8,0.5,1,2,0.5,3,4,0.75,0,2,2,3,1,0,2,0,12,9.3,14,Cam Thomas
11/17/2022,21-035,W (+2),0,7:10,0,3,0,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-3.1,-7,Cam Thomas
11/20/2022,21-038,W (+12),0,4:14,0,1,0,0,0,,0,2,0,0,1,1,0,0,0,0,1,0,-1.6,-9,Cam Thomas
11/22/2022,21-040,L (-9),0,3:08,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,1,5,Cam Thomas
11/23/2022,21-041,W (+14),0,17:21,2,5,0.4,0,1,0,1,2,0.5,0,3,3,2,0,0,1,2,5,2.4,-3,Cam Thomas
11/27/2022,21-045,W (+14),0,5:58,1,4,0.25,0,1,0,0,0,,0,1,1,0,0,0,0,1,2,-0.5,0,Cam Thomas
10/19/2022,28-006,L (-22),0,8:35,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,-1.5,2,Yuta Watanabe
10/24/2022,28-011,L (-10),0,6:06,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,1,0,-1.1,0,Yuta Watanabe
10/26/2022,28-013,L (-11),0,7:36,2,2,1,1,1,1,0,0,,0,1,1,0,0,0,0,0,5,4.7,12,Yuta Watanabe
10/27/2022,28-014,L (-4),0,22:29,2,3,0.667,2,2,1,0,0,,0,4,4,2,0,1,0,5,6,6,4,Yuta Watanabe
10/29/2022,28-016,L (-9),0,12:54,2,3,0.667,1,2,0.5,0,0,,0,2,2,0,0,0,1,1,5,2.9,-3,Yuta Watanabe
10/31/2022,28-018,W (+7),0,22:28,2,4,0.5,1,2,0.5,0,0,,0,2,2,0,0,0,1,1,5,2.2,-16,Yuta Watanabe
11/1/2022,28-019,L (-9),0,27:48:00,4,6,0.667,2,3,0.667,0,0,,2,2,4,0,0,2,0,0,10,10.8,-12,Yuta Watanabe
11/4/2022,28-022,W (+42),0,24:02:00,6,8,0.75,2,3,0.667,0,0,,3,5,8,0,1,2,1,0,14,15.8,21,Yuta Watanabe
