Date,Age,Game Result,GS,MP,FG,FGA,FGcent,3P,3PA,3Pcent,FT,FTA,FTcent,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,PointDifference,Player
11/26/2022,27-359,L (-13),0,16:10,3,4,0.75,2,3,0.667,1,1,1,1,3,4,0,1,1,0,2,9,9.9,-2,Kenrich Williams
10/19/2022,20-009,L (-7),1,33:51:00,6,14,0.429,2,7,0.286,0,0,,1,10,11,4,0,2,4,4,14,8.9,3,Josh Giddey
10/22/2022,20-012,L (-5),1,32:44:00,8,17,0.471,2,4,0.5,1,2,0.5,4,8,12,6,1,1,1,2,19,19.2,-17,Josh Giddey
10/23/2022,20-013,L (-10),1,21:42,5,11,0.455,0,2,0,0,0,,0,2,2,5,0,0,4,2,10,3.6,-15,Josh Giddey
11/1/2022,20-022,W (+8),1,25:03:00,3,12,0.25,0,3,0,1,1,1,0,1,1,10,1,1,2,2,7,6,-1,Josh Giddey
11/3/2022,20-024,L (-12),1,31:54:00,7,14,0.5,2,4,0.5,0,0,,0,1,1,5,1,0,4,3,16,8.6,-10,Josh Giddey
11/5/2022,20-026,L (-14),1,26:02:00,6,14,0.429,2,3,0.667,1,1,1,1,5,6,2,0,0,4,1,15,6.8,-12,Josh Giddey
11/7/2022,20-028,L (-9),1,24:52:00,4,12,0.333,0,1,0,1,2,0.5,1,5,6,2,0,1,3,2,9,2.3,-12,Josh Giddey
11/9/2022,20-030,L (-4),1,44:10:00,9,19,0.474,0,4,0,0,2,0,5,10,15,6,0,0,1,1,18,16.8,-8,Josh Giddey
11/11/2022,20-032,W (+19),1,22:37,6,9,0.667,1,1,1,2,2,1,3,6,9,5,2,0,7,3,15,12.3,8,Josh Giddey
11/13/2022,20-034,W (+10),1,36:41:00,10,14,0.714,2,3,0.667,2,2,1,1,9,10,12,0,0,3,1,24,26.6,15,Josh Giddey
11/14/2022,20-035,L (-4),1,33:29:00,6,17,0.353,1,6,0.167,3,3,1,0,7,7,4,0,1,7,3,16,3.9,6,Josh Giddey
11/16/2022,20-037,W (+1),1,20:28,5,11,0.455,1,3,0.333,0,0,,0,6,6,2,0,0,2,4,11,4.9,-23,Josh Giddey
11/18/2022,20-039,L (-11),1,36:50:00,10,20,0.5,0,4,0,0,1,0,1,5,6,11,0,1,3,4,20,15.6,-13,Josh Giddey
11/21/2022,20-042,L (-10),1,33:45:00,8,15,0.533,0,2,0,2,2,1,3,6,9,7,1,0,3,1,18,17.1,-2,Josh Giddey
11/23/2022,20-044,L (-5),1,28:38:00,5,12,0.417,1,4,0.25,1,2,0.5,2,2,4,6,0,0,3,1,12,8,-12,Josh Giddey
11/25/2022,20-046,W (+4),1,37:30:00,5,13,0.385,0,1,0,0,0,,2,11,13,9,0,1,5,0,10,9.6,-2,Josh Giddey
11/26/2022,20-047,L (-13),1,28:03:00,7,14,0.5,0,1,0,4,7,0.571,3,2,5,2,1,0,4,4,18,9.3,-26,Josh Giddey
10/19/2022,20-297,L (-7),1,24:48:00,3,10,0.3,2,5,0.4,3,4,0.75,3,4,7,3,0,1,2,1,11,8.5,5,Aleksej Pokusevski
10/22/2022,20-300,L (-5),1,12:06,0,1,0,0,0,,0,0,,0,1,1,0,2,1,0,1,0,1.9,-12,Aleksej Pokusevski
10/23/2022,20-301,L (-10),0,13:11,1,6,0.167,0,2,0,0,0,,1,1,2,0,0,0,1,0,2,-1.8,-22,Aleksej Pokusevski
10/25/2022,20-303,W (+14),0,16:37,2,7,0.286,0,3,0,2,6,0.333,0,4,4,2,1,0,0,2,6,3.1,-7,Aleksej Pokusevski
10/27/2022,20-305,W (+8),0,26:24:00,6,11,0.545,3,5,0.6,0,0,,4,2,6,3,0,1,4,3,15,10.7,2,Aleksej Pokusevski
10/29/2022,20-307,W (+6),1,24:14:00,2,6,0.333,0,2,0,0,0,,0,4,4,3,0,2,2,4,4,1.7,-21,Aleksej Pokusevski
11/1/2022,20-310,W (+8),0,31:16:00,7,13,0.538,2,5,0.4,0,0,,4,5,9,1,2,3,2,0,16,16.8,22,Aleksej Pokusevski
11/3/2022,20-312,L (-12),1,27:39:00,3,9,0.333,0,4,0,0,0,,1,6,7,1,1,2,0,2,6,5.7,-11,Aleksej Pokusevski
11/9/2022,20-318,L (-4),1,39:05:00,6,11,0.545,4,7,0.571,1,2,0.5,4,6,10,2,2,2,2,1,17,18.3,-11,Aleksej Pokusevski
11/11/2022,20-320,W (+19),1,22:37,6,10,0.6,1,2,0.5,1,1,1,2,3,5,0,0,4,3,2,14,10.7,10,Aleksej Pokusevski
11/13/2022,20-322,W (+10),1,18:13,5,8,0.625,2,4,0.5,0,0,,0,2,2,3,1,1,2,1,12,10.4,11,Aleksej Pokusevski
11/14/2022,20-323,L (-4),1,37:05:00,7,12,0.583,2,4,0.5,0,0,,2,12,14,3,1,3,2,4,16,17,5,Aleksej Pokusevski
11/16/2022,20-325,W (+1),1,13:59,3,4,0.75,2,3,0.667,0,0,,0,1,1,1,0,3,1,2,8,7.7,-21,Aleksej Pokusevski
11/18/2022,20-327,L (-11),1,14:11,4,4,1,2,2,1,0,0,,0,1,1,1,0,3,0,1,10,11.5,-6,Aleksej Pokusevski
11/23/2022,20-332,L (-5),1,29:07:00,5,8,0.625,2,4,0.5,1,2,0.5,0,1,1,3,1,3,1,4,13,11.9,-4,Aleksej Pokusevski
11/25/2022,20-334,W (+4),1,31:42:00,6,13,0.462,1,3,0.333,2,2,1,2,4,6,2,1,1,1,3,15,11.8,-13,Aleksej Pokusevski
11/26/2022,20-335,L (-13),1,8:33,0,2,0,0,1,0,0,0,,1,2,3,0,0,0,0,1,0,-0.5,-17,Aleksej Pokusevski
10/19/2022,21-258,L (-7),0,23:29,4,11,0.364,2,6,0.333,2,2,1,0,2,2,2,1,0,0,1,12,8.5,-5,Tre Mann
10/22/2022,21-261,L (-5),0,28:26:00,5,11,0.455,2,5,0.4,1,3,0.333,1,3,4,4,0,0,1,4,13,8.3,13,Tre Mann
10/23/2022,21-262,L (-10),1,27:32:00,5,12,0.417,0,6,0,0,1,0,2,1,3,3,1,0,2,3,10,4.8,-3,Tre Mann
10/25/2022,21-264,W (+14),1,36:21:00,10,24,0.417,2,8,0.25,3,3,1,2,2,4,4,2,0,1,0,25,18,14,Tre Mann
10/27/2022,21-266,W (+8),1,22:12,5,12,0.417,4,7,0.571,0,0,,1,2,3,3,2,0,1,2,14,11.2,14,Tre Mann
10/29/2022,21-268,W (+6),1,26:11:00,2,9,0.222,0,4,0,0,0,,0,3,3,3,1,0,0,4,4,0.9,-14,Tre Mann
11/1/2022,21-271,W (+8),0,26:13:00,4,8,0.5,2,5,0.4,3,4,0.75,1,4,5,3,0,0,0,2,13,11.8,21,Tre Mann
11/3/2022,21-273,L (-12),0,17:24,2,5,0.4,0,2,0,0,1,0,0,2,2,2,0,1,0,0,4,3.6,-8,Tre Mann
11/5/2022,21-275,L (-14),0,13:59,1,3,0.333,0,2,0,1,2,0.5,0,0,0,0,0,0,2,1,3,-1.5,-11,Tre Mann
11/7/2022,21-277,L (-9),0,24:07:00,3,10,0.3,3,6,0.5,0,0,,1,4,5,3,1,0,3,1,9,4.8,4,Tre Mann
11/9/2022,21-279,L (-4),0,35:51:00,8,16,0.5,5,9,0.556,0,0,,1,5,6,1,2,0,2,5,21,13.9,4,Tre Mann
11/11/2022,21-281,W (+19),0,27:51:00,5,13,0.385,3,10,0.3,0,0,,1,2,3,1,2,0,1,0,13,8.9,9,Tre Mann
11/13/2022,21-283,W (+10),0,3:20,1,3,0.333,1,2,0.5,0,0,,0,0,0,0,0,0,0,0,3,1.3,-4,Tre Mann
11/21/2022,21-291,L (-10),0,12:00,1,5,0.2,1,3,0.333,0,0,,0,1,1,2,0,0,1,0,3,0.6,-9,Tre Mann
11/23/2022,21-293,L (-5),0,17:44,2,4,0.5,0,2,0,0,0,,0,2,2,0,0,0,0,0,4,2.6,-8,Tre Mann
11/25/2022,21-295,W (+4),0,13:28,2,5,0.4,1,3,0.333,0,0,,0,3,3,3,0,0,2,2,5,2.5,-1,Tre Mann
11/26/2022,21-296,L (-13),0,24:59:00,1,11,0.091,0,9,0,0,0,,0,5,5,0,2,0,2,3,2,-5,10,Tre Mann
10/19/2022,21-188,L (-7),0,5:54,2,2,1,1,1,1,0,0,,0,0,0,1,0,0,2,3,5,1.9,-6,Jalen Williams
10/29/2022,21-198,W (+6),0,26:49:00,5,8,0.625,0,2,0,3,3,1,0,3,3,3,4,1,3,3,13,12.9,-9,Jalen Williams
11/1/2022,21-201,W (+8),1,21:46,3,7,0.429,0,1,0,0,0,,0,1,1,0,2,0,2,1,6,2.2,-9,Jalen Williams
11/3/2022,21-203,L (-12),0,14:19,4,7,0.571,0,1,0,0,0,,0,0,0,2,0,0,0,0,8,6.1,-11,Jalen Williams
11/5/2022,21-205,L (-14),0,19:55,2,6,0.333,1,3,0.333,0,0,,0,5,5,1,0,0,0,2,5,3,-16,Jalen Williams
11/7/2022,21-207,L (-9),1,30:34:00,3,6,0.5,0,0,,0,0,,1,1,2,2,1,1,1,4,6,4.5,-22,Jalen Williams
11/9/2022,21-209,L (-4),0,22:34,3,6,0.5,1,2,0.5,2,2,1,1,4,5,2,1,1,0,2,9,10.2,-4,Jalen Williams
11/11/2022,21-211,W (+19),0,30:29:00,5,10,0.5,0,5,0,0,0,,1,2,3,11,1,0,2,5,10,11,15,Jalen Williams
11/13/2022,21-213,W (+10),0,19:49,4,6,0.667,0,1,0,0,0,,0,0,0,0,0,0,2,3,8,2.2,-3,Jalen Williams
11/14/2022,21-214,L (-4),1,36:00:00,6,9,0.667,2,5,0.4,0,1,0,0,6,6,2,0,1,1,3,14,11.4,-3,Jalen Williams
11/16/2022,21-216,W (+1),0,27:39:00,4,11,0.364,2,4,0.5,0,0,,2,2,4,6,0,0,3,2,10,6.3,0,Jalen Williams
11/18/2022,21-218,L (-11),1,33:33:00,6,12,0.5,2,5,0.4,2,2,1,0,6,6,7,2,0,1,4,16,16.1,-15,Jalen Williams
11/21/2022,21-221,L (-10),0,26:12:00,5,11,0.455,0,3,0,3,4,0.75,0,4,4,0,1,0,2,1,13,6.7,-14,Jalen Williams
11/23/2022,21-223,L (-5),0,29:42:00,4,9,0.444,2,3,0.667,6,6,1,0,0,0,1,0,1,2,6,16,8.3,-2,Jalen Williams
11/25/2022,21-225,W (+4),1,19:53,3,4,0.75,0,1,0,2,3,0.667,0,2,2,1,0,0,0,3,8,6.1,-8,Jalen Williams
11/26/2022,21-226,L (-13),1,29:09:00,4,12,0.333,0,2,0,3,3,1,3,2,5,4,0,0,3,1,11,6.3,-16,Jalen Williams
10/22/2022,23-293,L (-5),0,15:46,1,3,0.333,1,2,0.5,2,2,1,0,6,6,1,0,0,0,1,5,5.4,7,Aaron Wiggins
10/23/2022,23-294,L (-10),0,25:20:00,1,3,0.333,0,2,0,3,4,0.75,0,2,2,1,0,1,0,0,5,4.9,-7,Aaron Wiggins
10/25/2022,23-296,W (+14),1,28:21:00,5,14,0.357,0,1,0,1,1,1,3,7,10,0,3,1,1,2,11,9.3,18,Aaron Wiggins
10/27/2022,23-298,W (+8),1,34:50:00,4,7,0.571,3,6,0.5,0,0,,1,5,6,3,1,0,1,3,11,10.8,16,Aaron Wiggins
10/29/2022,23-300,W (+6),1,27:40:00,2,5,0.4,0,1,0,1,2,0.5,2,3,5,4,0,0,0,0,5,7,18,Aaron Wiggins
11/1/2022,23-303,W (+8),0,12:40,1,3,0.333,1,3,0.333,0,0,,0,3,3,0,0,0,2,1,3,-0.2,-14,Aaron Wiggins
11/5/2022,23-307,L (-14),0,8:41,0,0,,0,0,,0,0,,0,0,0,0,0,0,3,3,0,-4.2,1,Aaron Wiggins
11/9/2022,23-311,L (-4),0,6:32,0,1,0,0,0,,0,0,,0,1,1,2,0,1,0,0,0,1.7,7,Aaron Wiggins
11/11/2022,23-313,W (+19),1,33:37:00,6,12,0.5,1,4,0.25,4,5,0.8,1,4,5,7,1,1,1,4,17,16.5,13,Aaron Wiggins
11/13/2022,23-315,W (+10),0,20:58,1,3,0.333,1,1,1,0,0,,0,3,3,2,1,0,0,5,3,2.6,2,Aaron Wiggins
11/14/2022,23-316,L (-4),0,13:47,2,3,0.667,0,0,,0,0,,2,1,3,1,0,0,1,0,4,4.1,-8,Aaron Wiggins
11/16/2022,23-318,W (+1),1,27:00:00,3,4,0.75,1,1,1,0,0,,1,2,3,0,0,0,0,2,7,5.9,-5,Aaron Wiggins
11/18/2022,23-320,L (-11),0,20:51,4,7,0.571,2,4,0.5,0,0,,2,3,5,5,0,0,1,3,10,10.3,-1,Aaron Wiggins
11/21/2022,23-323,L (-10),0,11:18,1,1,1,0,0,,2,2,1,0,3,3,0,0,0,1,0,4,3.6,-4,Aaron Wiggins
11/26/2022,23-328,L (-13),0,22:40,5,10,0.5,3,6,0.5,2,2,1,1,1,2,0,3,0,0,1,15,13.6,-2,Aaron Wiggins
10/19/2022,22-129,L (-7),0,16:52,2,5,0.4,1,1,1,2,4,0.5,1,5,6,3,0,1,0,0,7,8.5,-5,Darius Bazley
10/22/2022,22-132,L (-5),0,21:02,2,4,0.5,2,4,0.5,0,0,,0,2,2,3,2,3,1,2,6,9,0,Darius Bazley
10/23/2022,22-133,L (-10),0,4:27,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-12,Darius Bazley
10/25/2022,22-135,W (+14),0,19:30,3,8,0.375,0,2,0,1,2,0.5,3,5,8,0,0,1,1,2,7,4.7,-1,Darius Bazley
10/27/2022,22-137,W (+8),0,22:21,4,9,0.444,1,2,0.5,0,0,,3,6,9,1,0,3,1,0,9,10,-2,Darius Bazley
10/29/2022,22-139,W (+6),0,26:05:00,7,11,0.636,0,2,0,1,2,0.5,1,7,8,0,0,1,1,3,15,11,19,Darius Bazley
11/1/2022,22-142,W (+8),0,17:43,2,5,0.4,0,0,,0,1,0,3,1,4,2,1,1,1,1,4,5,-1,Darius Bazley
11/3/2022,22-144,L (-12),0,13:06,1,5,0.2,0,1,0,0,0,,3,2,5,2,1,1,1,2,2,2.9,9,Darius Bazley
11/5/2022,22-146,L (-14),0,19:27,3,7,0.429,2,4,0.5,0,0,,3,2,5,2,2,1,0,1,8,10.7,0,Darius Bazley
11/7/2022,22-148,L (-9),0,19:34,3,9,0.333,1,2,0.5,1,2,0.5,1,3,4,3,3,2,0,5,8,8.6,-2,Darius Bazley
11/9/2022,22-150,L (-4),0,3:58,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,1,5,Darius Bazley
11/21/2022,22-162,L (-10),0,18:26,2,5,0.4,0,2,0,3,7,0.429,1,2,3,0,0,3,0,0,7,6.1,-5,Darius Bazley
11/23/2022,22-164,L (-5),0,12:54,0,2,0,0,0,,1,2,0.5,0,3,3,0,0,1,0,1,1,0.4,-12,Darius Bazley
11/25/2022,22-166,W (+4),0,19:47,7,9,0.778,2,4,0.5,1,2,0.5,0,3,3,0,0,2,1,2,17,13.6,-1,Darius Bazley
11/26/2022,22-167,L (-13),0,10:34,0,0,,0,0,,0,0,,0,0,0,1,0,1,2,1,0,-1,-10,Darius Bazley
10/19/2022,23-109,L (-7),0,0:11,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,-2,Isaiah Joe
10/23/2022,23-113,L (-10),0,6:02,1,3,0.333,0,2,0,0,0,,0,1,1,3,1,0,0,0,2,3.7,10,Isaiah Joe
10/25/2022,23-115,W (+14),0,0:03,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,Isaiah Joe
10/27/2022,23-117,W (+8),0,1:10,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-2,Isaiah Joe
10/29/2022,23-119,W (+6),0,9:04,4,4,1,3,3,1,4,4,1,0,2,2,1,0,0,0,1,15,14.7,24,Isaiah Joe
11/1/2022,23-122,W (+8),0,1:43,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-7,Isaiah Joe
11/5/2022,23-126,L (-14),0,14:41,3,6,0.5,2,4,0.5,0,0,,0,1,1,0,0,0,0,0,8,5.3,8,Isaiah Joe
11/9/2022,23-130,L (-4),0,4:57,1,2,0.5,1,2,0.5,0,0,,0,2,2,1,0,1,0,0,3,4,1,Isaiah Joe
11/11/2022,23-132,W (+19),0,5:26,1,2,0.5,0,1,0,0,0,,0,0,0,0,0,0,0,2,2,0.2,-11,Isaiah Joe
11/13/2022,23-134,W (+10),0,16:53,3,6,0.5,2,5,0.4,0,0,,0,3,3,1,2,0,3,3,8,4.4,11,Isaiah Joe
11/14/2022,23-135,L (-4),0,7:18,0,1,0,0,1,0,1,3,0.333,0,3,3,0,0,0,1,1,1,-1,-2,Isaiah Joe
11/21/2022,23-142,L (-10),0,3:23,0,0,,0,0,,0,0,,0,1,1,2,0,0,0,0,0,1.7,4,Isaiah Joe
11/23/2022,23-144,L (-5),0,20:52,7,11,0.636,7,10,0.7,0,0,,2,0,2,1,0,0,1,2,21,16.4,17,Isaiah Joe
11/25/2022,23-146,W (+4),0,15:24,2,6,0.333,2,6,0.333,2,2,1,0,2,2,0,0,0,0,1,8,4.8,6,Isaiah Joe
11/26/2022,23-147,L (-13),0,13:42,2,8,0.25,2,7,0.286,0,0,,0,3,3,3,2,0,0,0,6,6.2,2,Isaiah Joe
10/19/2022,31-110,L (-7),0,7:30,1,4,0.25,0,3,0,0,0,,0,3,3,1,0,0,1,0,2,0.2,-2,Mike Muscala
10/22/2022,31-113,L (-5),0,18:48,6,10,0.6,4,7,0.571,2,2,1,0,6,6,1,0,0,0,3,18,14.7,7,Mike Muscala
10/23/2022,31-114,L (-10),0,11:16,4,6,0.667,1,3,0.333,2,2,1,1,8,9,0,0,1,0,1,11,11.8,10,Mike Muscala
10/25/2022,31-116,W (+14),0,17:59,4,5,0.8,0,0,,0,0,,5,5,10,2,0,1,0,2,8,12.4,8,Mike Muscala
10/27/2022,31-118,W (+8),0,11:40,1,3,0.333,0,1,0,3,4,0.75,0,1,1,1,0,0,0,0,5,3.9,-6,Mike Muscala
10/29/2022,31-120,W (+6),0,11:33,0,3,0,0,2,0,2,2,1,0,2,2,0,0,0,2,2,2,-2.3,10,Mike Muscala
11/3/2022,31-125,L (-12),0,12:51,0,3,0,0,2,0,0,0,,0,2,2,0,0,0,0,3,0,-2.7,7,Mike Muscala
11/5/2022,31-127,L (-14),1,16:32,3,8,0.375,1,6,0.167,2,4,0.5,0,5,5,0,0,0,1,1,9,3.9,-5,Mike Muscala
11/7/2022,31-129,L (-9),0,14:32,4,8,0.5,3,7,0.429,0,0,,0,4,4,0,0,1,0,3,11,7.7,9,Mike Muscala
11/9/2022,31-131,L (-4),0,17:08,2,9,0.222,2,6,0.333,0,0,,1,1,2,1,0,2,1,3,6,1.4,2,Mike Muscala
11/13/2022,31-135,W (+10),0,12:26,2,3,0.667,2,3,0.667,0,0,,0,2,2,2,0,1,1,1,6,6,-3,Mike Muscala
11/16/2022,31-138,W (+1),0,10:35,0,0,,0,0,,1,2,0.5,0,2,2,0,0,1,1,3,1,-0.3,3,Mike Muscala
11/18/2022,31-140,L (-11),0,8:40,1,3,0.333,0,2,0,0,0,,0,0,0,2,1,1,0,1,2,3,-3,Mike Muscala
11/21/2022,31-143,L (-10),0,7:44,1,2,0.5,1,2,0.5,0,0,,0,1,1,1,0,0,0,1,3,2.6,1,Mike Muscala
10/19/2022,19-151,L (-7),0,9:05,0,3,0,0,2,0,0,0,,0,1,1,0,0,0,0,0,0,-1.8,-14,Ousmane Dieng
10/22/2022,19-154,L (-5),0,7:03,0,2,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1.4,1,Ousmane Dieng
10/23/2022,19-155,L (-10),0,23:27,2,6,0.333,1,3,0.333,0,0,,1,5,6,3,1,2,1,2,5,6.5,15,Ousmane Dieng
10/25/2022,19-157,W (+14),0,10:19,1,4,0.25,0,3,0,0,0,,0,1,1,1,0,0,0,0,2,0.6,-9,Ousmane Dieng
10/27/2022,19-159,W (+8),0,12:43,1,3,0.333,0,2,0,0,0,,0,0,0,1,0,0,0,1,2,0.6,-10,Ousmane Dieng
11/1/2022,19-164,W (+8),0,17:15,3,4,0.75,2,3,0.667,0,0,,0,4,4,2,0,0,1,1,8,7.6,12,Ousmane Dieng
11/3/2022,19-166,L (-12),0,12:04,1,3,0.333,0,2,0,1,2,0.5,1,2,3,1,0,0,1,1,3,1.5,0,Ousmane Dieng
11/5/2022,19-168,L (-14),0,22:19,3,4,0.75,2,3,0.667,0,0,,1,3,4,5,0,0,0,0,8,11.5,11,Ousmane Dieng
11/7/2022,19-170,L (-9),0,20:29,1,7,0.143,0,4,0,0,0,,0,1,1,2,0,0,0,0,2,-0.8,8,Ousmane Dieng
11/26/2022,19-189,L (-13),0,21:09,0,4,0,0,4,0,0,0,,1,2,3,2,0,0,1,0,0,-1.1,-6,Ousmane Dieng
10/19/2022,25-247,L (-7),0,14:34,1,5,0.2,0,2,0,2,2,1,3,1,4,0,0,0,1,5,4,0.3,13,Eugene Omoruyi
10/22/2022,25-250,L (-5),0,3:24,1,1,1,0,0,,0,0,,0,0,0,0,0,0,0,2,2,0.9,4,Eugene Omoruyi
10/23/2022,25-251,L (-10),0,11:53,5,7,0.714,1,2,0.5,2,3,0.667,1,2,3,1,0,0,0,2,13,10.9,5,Eugene Omoruyi
10/29/2022,25-257,W (+6),0,9:14,0,1,0,0,1,0,2,4,0.5,1,1,2,0,0,0,1,3,2,-0.7,-8,Eugene Omoruyi
11/5/2022,25-264,L (-14),0,2:30,0,2,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1.4,-5,Eugene Omoruyi
11/11/2022,25-270,W (+19),0,27:00:00,8,10,0.8,5,6,0.833,1,2,0.5,0,3,3,1,1,0,2,5,22,16.4,12,Eugene Omoruyi
11/21/2022,25-280,L (-10),0,14:30,1,3,0.333,0,1,0,0,0,,0,0,0,0,1,0,1,2,2,-0.5,6,Eugene Omoruyi
11/23/2022,25-282,L (-5),0,12:02,1,4,0.25,0,1,0,0,0,,1,1,2,0,1,0,0,2,2,0.8,-13,Eugene Omoruyi
10/23/2022,20-116,L (-10),0,7:37,2,4,0.5,0,0,,0,1,0,3,3,6,2,0,0,0,2,4,5.2,13,Jaylin Williams
11/5/2022,20-129,L (-14),0,5:08,1,3,0.333,0,1,0,0,0,,1,0,1,0,1,0,0,0,2,2,5,Jaylin Williams
11/14/2022,20-138,L (-4),0,8:11,1,2,0.5,0,1,0,0,0,,1,2,3,0,0,0,0,1,2,1.9,0,Jaylin Williams
11/16/2022,20-140,W (+1),0,6:00,0,1,0,0,0,,0,0,,0,0,0,1,0,0,1,1,0,-1.4,-2,Jaylin Williams
11/18/2022,20-142,L (-11),0,8:00,1,1,1,0,0,,4,5,0.8,0,0,0,0,0,0,1,2,6,3.5,-5,Jaylin Williams
10/19/2022,25-354,W (+2),1,40:37:00,10,20,0.5,1,1,1,7,7,1,1,3,4,9,0,1,2,3,28,23.4,20,Devin Booker
10/21/2022,25-356,L (-2),1,43:55:00,11,23,0.478,3,7,0.429,8,9,0.889,0,5,5,3,1,0,2,1,33,23.1,-2,Devin Booker
10/23/2022,25-358,W (+17),1,34:49:00,13,21,0.619,5,9,0.556,4,4,1,1,0,1,4,1,0,3,1,35,26.6,13,Devin Booker
10/25/2022,25-360,W (+29),1,35:19:00,10,19,0.526,3,8,0.375,11,14,0.786,1,1,2,7,3,0,3,3,34,28.2,32,Devin Booker
10/28/2022,25-363,W (+13),1,32:36:00,6,14,0.429,0,4,0,4,4,1,0,5,5,4,0,0,5,1,16,7.5,4,Devin Booker
10/30/2022,26-000,W (+15),1,35:24:00,14,24,0.583,1,7,0.143,1,3,0.333,1,2,3,6,1,0,1,2,30,22.7,11,Devin Booker
11/1/2022,26-002,W (+9),1,30:26:00,6,18,0.333,2,7,0.286,4,5,0.8,1,6,7,5,0,1,2,5,18,10.1,11,Devin Booker
11/4/2022,26-005,L (-2),1,38:22:00,8,21,0.381,3,7,0.429,6,6,1,0,5,5,5,1,1,5,3,25,14,3,Devin Booker
11/5/2022,26-006,W (+20),1,29:10:00,9,20,0.45,2,7,0.286,4,4,1,1,2,3,3,1,2,1,2,24,17.6,19,Devin Booker
11/7/2022,26-008,L (-12),1,43:24:00,8,16,0.5,1,1,1,11,14,0.786,2,5,7,5,1,0,6,2,28,19.4,-9,Devin Booker
11/9/2022,26-010,W (+12),1,38:10:00,12,23,0.522,5,7,0.714,3,3,1,0,4,4,10,2,0,1,2,32,29.1,26,Devin Booker
11/11/2022,26-012,L (-17),1,34:28:00,6,19,0.316,2,8,0.25,3,3,1,3,5,8,6,1,0,2,2,17,12.1,-27,Devin Booker
11/14/2022,26-015,L (-1),1,41:34:00,11,22,0.5,2,7,0.286,1,2,0.5,2,6,8,5,3,1,2,5,25,20,-7,Devin Booker
11/16/2022,26-017,W (+11),1,36:38:00,8,17,0.471,2,5,0.4,9,9,1,0,2,2,9,0,3,3,2,27,23.5,6,Devin Booker
11/18/2022,26-019,L (-1),1,41:17:00,16,31,0.516,2,9,0.222,15,15,1,1,7,8,10,1,0,1,3,49,42.3,-4,Devin Booker
11/20/2022,26-021,W (+21),1,29:31:00,7,17,0.412,5,8,0.625,1,1,1,1,4,5,3,0,0,0,0,20,14.9,13,Devin Booker
11/22/2022,26-023,W (+10),1,35:27:00,10,24,0.417,2,6,0.333,3,3,1,1,3,4,5,0,0,4,6,25,10.9,4,Devin Booker
11/25/2022,26-026,W (+6),1,35:42:00,8,17,0.471,2,7,0.286,3,7,0.429,0,7,7,5,1,1,2,2,21,15.2,10,Devin Booker
11/26/2022,26-027,W (+1),1,39:21:00,8,27,0.296,1,7,0.143,10,11,0.909,4,7,11,7,0,0,2,3,27,17.5,-4,Devin Booker
10/19/2022,26-050,W (+2),1,41:05:00,5,10,0.5,0,2,0,3,4,0.75,3,8,11,1,0,1,2,4,13,9.9,15,Mikal Bridges
10/21/2022,26-052,L (-2),1,37:41:00,6,10,0.6,0,0,,1,2,0.5,2,5,7,6,1,0,3,4,13,11.5,6,Mikal Bridges
10/23/2022,26-054,W (+17),1,36:29:00,3,9,0.333,1,3,0.333,0,0,,1,3,4,4,0,1,1,3,7,4.8,9,Mikal Bridges
10/25/2022,26-056,W (+29),1,32:54:00,7,8,0.875,0,0,,3,3,1,3,3,6,2,1,2,1,3,17,18.8,21,Mikal Bridges
10/28/2022,26-059,W (+13),1,31:08:00,10,13,0.769,3,5,0.6,4,4,1,0,2,2,4,1,3,1,1,27,27,-1,Mikal Bridges
10/30/2022,26-061,W (+15),1,32:48:00,5,7,0.714,2,3,0.667,3,4,0.75,1,4,5,1,0,1,1,3,15,12.8,12,Mikal Bridges
11/1/2022,26-063,W (+9),1,38:12:00,7,10,0.7,1,2,0.5,4,4,1,2,1,3,4,1,1,1,1,19,19.6,20,Mikal Bridges
11/4/2022,26-066,L (-2),1,37:43:00,4,9,0.444,2,3,0.667,2,2,1,0,5,5,2,2,0,1,2,12,10.4,7,Mikal Bridges
11/5/2022,26-067,W (+20),1,27:00:00,3,7,0.429,1,2,0.5,4,5,0.8,0,1,1,2,2,1,0,0,11,11.3,18,Mikal Bridges
11/7/2022,26-069,L (-12),1,43:31:00,6,12,0.5,1,2,0.5,2,2,1,0,5,5,1,0,1,0,1,15,11.5,-14,Mikal Bridges
11/9/2022,26-071,W (+12),1,42:19:00,12,20,0.6,2,6,0.333,5,5,1,2,7,9,5,4,1,2,1,31,31.1,12,Mikal Bridges
11/11/2022,26-073,L (-17),1,37:38:00,3,13,0.231,2,6,0.333,0,0,,1,3,4,6,0,0,1,2,8,4.1,-16,Mikal Bridges
