"season","Cleaned_Team","playoffs","W","SRS","Pace","Rel.Pace","ORtg","Rel.ORtg","DRtg","Rel.DRtg","No_of_Awards"
"1990-91","Dallas Mavericks","","28","-4.27","94.2","-3.6","105.5","-2.4","110.3","2.4","0"
"1989-90","Dallas Mavericks","Lost W. Conf. 1st Rnd.","47","0.42","94.5","-3.8","107.2","-0.9","107.2","-0.9","0"
"1988-89","Dallas Mavericks","","38","-1.79","95.9","-4.7","107.4","-0.4","108.6","0.8","0"
"1986-87","Dallas Mavericks","Lost W. Conf. 1st Rnd.","55","5.54","100.5","-0.3","114.9","6.6","108.7","0.4","0"
"1985-86","Dallas Mavericks","Lost W. Conf. Semis","44","0.7","102.2","0.1","112.1","4.9","111","3.8","0"
"1984-85","Dallas Mavericks","Lost W. Conf. 1st Rnd.","44","1.8","98.8","-3.3","111.5","3.6","109.3","1.4","0"
"1983-84","Dallas Mavericks","Lost W. Conf. Semis","43","0.15","99","-2.4","110","2.4","109.6","2","0"
"1982-83","Dallas Mavericks","","38","-0.7","102.8","-0.3","109.4","4.7","109.8","5.1","0"
"1981-82","Dallas Mavericks","","28","-4.48","98.5","-2.4","105.9","-1","110.4","3.5","0"
"1980-81","Dallas Mavericks","","15","-8.33","98.6","-3.2","102.4","-3.1","110.8","5.3","0"
"2022-23","Houston Rockets","","1","-8.29","100.7","1","106.2","-5.9","114.8","2.7","0"
"2021-22","Houston Rockets","","20","-8.26","100.9","2.7","108.4","-3.6","116.7","4.7","0"
"2020-21","Houston Rockets","","17","-7.5","101.4","2.2","107.1","-5.2","114.9","2.6","0"
"2019-20","Houston Rockets","Lost W. Conf. Semis","44","3.13","103.7","3.4","112.9","2.3","110.1","-0.5","0"
"2018-19","Houston Rockets","Lost W. Conf. Semis","53","4.96","97.9","-2.1","115.5","5.1","110.7","0.3","0"
"2015-16","Houston Rockets","Lost W. Conf. 1st Rnd.","41","0.34","97.6","1.8","108.3","1.9","108.1","1.7","0"
"2014-15","Houston Rockets","Lost W. Conf. Finals","56","3.82","96.5","2.6","107","1.4","103.4","-2.2","0"
"2013-14","Houston Rockets","Lost W. Conf. 1st Rnd.","54","5.06","96.3","2.4","111","4.3","106.3","-0.4","0"
"2012-13","Houston Rockets","Lost W. Conf. 1st Rnd.","45","3.69","96.1","4.1","109.7","3.8","106.1","0.2","0"
"2011-12","Houston Rockets","","34","0.57","91.7","0.4","105.5","0.9","105.2","0.6","0"
"2010-11","Houston Rockets","","43","2.37","94.2","2.1","111.3","4","109","1.7","0"
"2008-09","Houston Rockets","Lost W. Conf. Semis","53","3.73","90.2","-1.5","108.4","0.1","104","-4.3","0"
"2007-08","Houston Rockets","Lost W. Conf. 1st Rnd.","55","4.83","90.4","-2","106.8","-0.7","101.6","-5.9","0"
"2006-07","Houston Rockets","Lost W. Conf. 1st Rnd.","52","5.04","90.7","-1.2","106","-0.5","100.7","-5.8","0"
"2005-06","Houston Rockets","","34","-1.3","88","-2.5","101.6","-4.6","103.3","-2.9","0"
"2004-05","Houston Rockets","Lost W. Conf. 1st Rnd.","51","4.27","88.8","-2.1","106.2","0.1","101.7","-4.4","0"
"2003-04","Houston Rockets","Lost W. Conf. 1st Rnd.","45","2.28","87.8","-2.3","100.9","-2","99","-3.9","0"
"2002-03","Houston Rockets","","43","1.89","88.8","-2.2","104.3","0.7","102.6","-1","0"
"2001-02","Houston Rockets","","28","-4.31","88.2","-2.5","103.1","-1.4","108.6","4.1","0"
"2000-01","Houston Rockets","","45","2.71","90.4","-0.9","106.7","3.7","104.2","1.2","0"
"1998-99","Houston Rockets","Lost W. Conf. 1st Rnd.","31","1.39","88.8","-0.1","105.4","3.2","102.9","0.7","0"
"1997-98","Houston Rockets","Lost W. Conf. 1st Rnd.","41","-1.23","91","0.7","107.7","2.7","108.6","3.6","0"
"1996-97","Houston Rockets","Lost W. Conf. Finals","57","3.85","91.6","1.5","108.8","2.1","104","-2.7","0"
"1995-96","Houston Rockets","Lost W. Conf. Semis","48","1.63","93.2","1.4","109.3","1.7","107.4","-0.2","0"
"1994-95","Houston Rockets","Won Finals","47","2.32","94.2","1.3","109.7","1.4","107.4","-0.9","0"
"1991-92","Houston Rockets","","42","-1.94","95.1","-1.5","106.2","-2","108","-0.2","0"
"1990-91","Houston Rockets","Lost W. Conf. 1st Rnd.","52","3.27","98.5","0.7","107.4","-0.5","103.9","-4","0"
"1989-90","Houston Rockets","Lost W. Conf. 1st Rnd.","41","1.71","101.2","2.9","104.8","-3.3","103.4","-4.7","0"
"1988-89","Houston Rockets","Lost W. Conf. 1st Rnd.","45","0.22","101.8","1.2","105.7","-2.1","104.8","-3","0"
"1987-88","Houston Rockets","Lost W. Conf. 1st Rnd.","46","0.82","101.8","2.2","107.1","-0.9","105.7","-2.3","0"
"1986-87","Houston Rockets","Lost W. Conf. Semis","42","0.6","99.9","-0.9","106.5","-1.8","105.5","-2.8","0"
"1985-86","Houston Rockets","Lost Finals","51","2.1","103.5","1.4","110.1","2.9","107.6","0.4","0"
"1984-85","Houston Rockets","Lost W. Conf. 1st Rnd.","48","1.38","102.2","0.1","107.9","0","106.3","-1.6","0"
"1982-83","Houston Rockets","","14","-11.12","102.2","-0.9","97","-7.7","108.3","3.6","0"
"1980-81","Houston Rockets","Lost Finals","40","-0.2","100.5","-1.3","107","1.5","106.7","1.2","0"
"1979-80","Houston Rockets","Lost E. Conf. Semis","41","0.27","101.2","-1.9","108.1","2.8","108","2.7","0"
"1977-78","Houston Rockets","","28","-3.83","101.3","-5.4","102.2","1.3","106.1","5.2","0"
"1976-77","Houston Rockets","Lost E. Conf. Finals","49","1.44","101.3","-5.2","104.5","5","102.9","3.4","0"
"1975-76","Houston Rockets","","40","-0.71","104.7","-0.8","101.1","2.8","101.8","3.5","0"
"1974-75","Houston Rockets","Lost E. Conf. Semis","41","0.84","102.9","-1.6","100.4","2.7","99.4","1.7","0"
"1973-74","Houston Rockets","","32","-0.34","106.1","-1.7","100.3","2.6","100.5","2.8","0"
"1972-73","Houston Rockets","","33","-1.81","115.2","4.5","97.9","1.1","99.4","2.6","0"
"1971-72","Houston Rockets","","34","-1.22","114.7","2.7","95.4","-2.5","96.8","-1.1","0"
"1970-71","San Diego Rockets","","40","0.21","118.5","3.4","95.2","-2","95.5","-1.7","0"
"1969-70","San Diego Rockets","","27","-2.95","125.1","8","94.4","-4.6","96.8","-2.2","0"
"1968-69","San Diego Rockets","Lost W. Div. Semis","37","-0.3","123.8","6.9","92.7","-2.8","92.8","-2.7","0"
"1967-68","San Diego Rockets","","15","-7.94","121.9","2.1","91.8","-5","98.8","2","0"
"2022-23","Milwaukee Bucks","","7","7.2","100.1","0.4","113.2","1.1","101.9","-10.2","0"
"2021-22","Milwaukee Bucks","Lost E. Conf. Semis","51","3.22","99.9","1.7","115.1","3.1","111.8","-0.2","0"
"2020-21","Milwaukee Bucks","Won Finals","46","5.57","102.2","3","117.2","4.9","111.4","-0.9","0"
"2017-18","Milwaukee Bucks","Lost E. Conf. 1st Rnd.","44","-0.45","96.2","-1.1","109.8","1.2","110.1","1.5","0"
"2015-16","Milwaukee Bucks","","33","-3.98","94.2","-1.6","104.3","-2.1","108.7","2.3","0"
"2014-15","Milwaukee Bucks","Lost E. Conf. 1st Rnd.","41","-0.09","94.1","0.2","102.7","-2.9","102.2","-3.4","0"
"2013-14","Milwaukee Bucks","","15","-8.41","91.8","-2.1","103","-3.7","111.8","5.1","0"
"2012-13","Milwaukee Bucks","Lost E. Conf. 1st Rnd.","38","-1.83","94.7","2.7","103.6","-2.3","105.2","-0.7","0"
"2011-12","Milwaukee Bucks","","31","-0.23","93.7","2.4","105.5","0.9","105.2","0.6","0"
"2010-11","Milwaukee Bucks","","35","-1.02","89.8","-2.3","101.6","-5.7","102.5","-4.8","0"
"2009-10","Milwaukee Bucks","Lost E. Conf. 1st Rnd.","46","1.37","91.7","-1","104.9","-2.7","103.1","-4.5","0"
"2008-09","Milwaukee Bucks","","34","-0.88","92.6","0.9","106.7","-1.6","107.9","-0.4","0"
"2007-08","Milwaukee Bucks","","26","-6.92","91.3","-1.1","105.3","-2.2","112.8","5.3","0"
"2006-07","Milwaukee Bucks","","28","-4.43","92.3","0.4","107","0.5","111.7","5.2","0"
"2005-06","Milwaukee Bucks","Lost E. Conf. 1st Rnd.","40","-1.07","91.2","0.7","106.3","0.1","107.4","1.2","0"
"2004-05","Milwaukee Bucks","","30","-3.09","90.8","-0.1","106.6","0.5","109.8","3.7","0"
"2003-04","Milwaukee Bucks","Lost E. Conf. 1st Rnd.","41","0.42","91.6","1.5","106.5","3.6","105.4","2.5","0"
"2002-03","Milwaukee Bucks","Lost E. Conf. 1st Rnd.","42","-0.24","90.4","-0.6","108.8","5.2","108.6","5","0"
"2001-02","Milwaukee Bucks","","41","-0.62","90.2","-0.5","106.9","2.4","107.1","2.6","0"
"2000-01","Milwaukee Bucks","Lost E. Conf. Finals","52","3.14","92.1","0.8","108.8","5.8","104.6","1.6","0"
"1999-00","Milwaukee Bucks","Lost E. Conf. 1st Rnd.","42","-0.06","92.7","-0.4","108.2","4.1","107.9","3.8","0"
"1998-99","Milwaukee Bucks","Lost E. Conf. 1st Rnd.","28","1.66","87","-1.9","104.9","2.7","103","0.8","0"
"1997-98","Milwaukee Bucks","","36","-1.33","90.2","-0.1","103.5","-1.5","105.6","0.6","0"
"1996-97","Milwaukee Bucks","","33","-1.38","89.5","-0.6","106.2","-0.5","108.3","1.6","0"
"1995-96","Milwaukee Bucks","","25","-4.92","90.2","-1.6","105.6","-2","111.5","3.9","0"
"1994-95","Milwaukee Bucks","","34","-4.3","92.7","-0.2","106.2","-2.1","110.9","2.6","0"
"1993-94","Milwaukee Bucks","","20","-6.24","94.5","-0.6","102.5","-3.8","109.3","3","0"
"1992-93","Milwaukee Bucks","","28","-3.26","96.1","-0.7","106.2","-1.8","110.1","2.1","0"
"1991-92","Milwaukee Bucks","","31","-1.46","95.5","-1.1","108.8","0.6","110.6","2.4","0"
"1990-91","Milwaukee Bucks","Lost E. Conf. 1st Rnd.","48","2.33","96.1","-1.7","109.7","1.8","107.2","-0.7","0"
"1988-89","Milwaukee Bucks","Lost E. Conf. Semis","49","4.11","98.6","-2","110.1","2.3","106.4","-1.4","0"
"1987-88","Milwaukee Bucks","Lost E. Conf. 1st Rnd.","42","1.21","97.6","-2","108.2","0.2","107.6","-0.4","0"
"1985-86","Milwaukee Bucks","Lost E. Conf. Finals","57","8.69","102.1","0","111.4","4.2","102.7","-4.5","0"
"1984-85","Milwaukee Bucks","Lost E. Conf. Semis","59","6.69","99.7","-2.4","110.5","2.6","103.6","-4.3","0"
"1981-82","Milwaukee Bucks","Lost E. Conf. Semis","55","5.38","100","-0.9","107.7","0.8","102.3","-4.6","0"
"1980-81","Milwaukee Bucks","Lost E. Conf. Semis","60","7.14","103.6","1.8","108.7","3.2","101.8","-3.7","0"
"1979-80","Milwaukee Bucks","Lost W. Conf. Semis","49","3.57","102.4","-0.7","106.8","1.5","102.9","-2.4","0"
"1978-79","Milwaukee Bucks","","38","2.12","106.5","0.7","106","2.2","104","0.2","0"
"1977-78","Milwaukee Bucks","Lost W. Conf. Semis","44","-0.59","108.7","2","101.8","0.9","102.4","1.5","0"
"1976-77","Milwaukee Bucks","","30","-2.99","108.3","1.8","100","0.5","102.9","3.4","0"
"1975-76","Milwaukee Bucks","Lost W. Conf. 1st Rnd.","38","-1.55","103.9","-1.6","97.3","-1","98.7","0.4","0"
"1974-75","Milwaukee Bucks","","38","0.25","102.1","-2.4","98","0.3","97.8","0.1","0"
"1972-73","Milwaukee Bucks","Lost W. Conf. Semis","60","7.84","108.3","-2.4","98.6","1.8","91.1","-5.7","0"
"1968-69","Milwaukee Bucks","","27","-5.07","117.5","0.6","93.9","-1.6","98.2","2.7","0"
"2022-23","Boston Celtics","","4","6.79","97.3","-2.4","115.9","3.8","114.2","2.1","0"
"2020-21","Boston Celtics","Lost E. Conf. 1st Rnd.","36","1.32","98.3","-0.9","114","1.7","112.5","0.2","0"
"2019-20","Boston Celtics","Lost E. Conf. Finals","48","5.83","99.5","-0.8","113.3","2.7","107","-3.6","0"
"2018-19","Boston Celtics","Lost E. Conf. Semis","49","3.9","99.6","-0.4","112.2","1.8","107.8","-2.6","0"
"2017-18","Boston Celtics","Lost E. Conf. Finals","55","3.23","96","-1.3","107.6","-1","103.9","-4.7","0"
"2016-17","Boston Celtics","Lost E. Conf. Finals","53","2.25","96.8","0.4","111.2","2.4","108.4","-0.4","0"
"2015-16","Boston Celtics","Lost E. Conf. 1st Rnd.","48","2.84","98.5","2.7","106.8","0.4","103.6","-2.8","0"
"2014-15","Boston Celtics","Lost E. Conf. 1st Rnd.","40","-0.4","95.8","1.9","104.7","-0.9","104.5","-1.1","0"
"2013-14","Boston Celtics","","25","-4.97","93.3","-0.6","102.9","-3.8","107.7","1","0"
"2012-13","Boston Celtics","Lost E. Conf. 1st Rnd.","41","-0.62","91.7","-0.3","103.1","-2.8","103.3","-2.6","0"
"2011-12","Boston Celtics","Lost E. Conf. Finals","39","2.26","90.4","-0.9","101","-3.6","98.2","-6.4","0"
"2010-11","Boston Celtics","Lost E. Conf. Semis","56","4.83","90.4","-1.7","106.2","-1.1","100.3","-7","0"
"2009-10","Boston Celtics","Lost Finals","50","3.37","91.6","-1.1","107.7","0.1","103.8","-3.8","0"
"2008-09","Boston Celtics","Lost E. Conf. Semis","62","7.44","90.4","-1.3","110.5","2.2","102.3","-6","0"
"2006-07","Boston Celtics","","24","-3.7","92","0.1","103.2","-3.3","106.9","0.4","0"
"2005-06","Boston Celtics","","33","-1.59","92.2","1.7","105.2","-1","106.9","0.7","0"
"2004-05","Boston Celtics","Lost E. Conf. 1st Rnd.","45","0.35","93.3","2.4","107.5","1.4","106.6","0.5","0"
"2003-04","Boston Celtics","Lost E. Conf. 1st Rnd.","36","-1.99","93.2","3.1","102.1","-0.8","103.7","0.8","0"
"2002-03","Boston Celtics","Lost E. Conf. Semis","44","-0.75","90.9","-0.1","101.2","-2.4","101.6","-2","0"
"2001-02","Boston Celtics","Lost E. Conf. Finals","49","1.75","92.5","1.8","103.4","-1.1","101","-3.5","0"
"2000-01","Boston Celtics","","36","-2.4","92.6","1.3","101.4","-1.6","103.7","0.7","0"
"1999-00","Boston Celtics","","35","-1","94.6","1.5","104.8","0.7","105.6","1.5","0"
"1998-99","Boston Celtics","","19","-1.75","91.5","2.6","100.4","-1.8","102.4","0.2","0"
"1997-98","Boston Celtics","","36","-1.96","93.3","3","102.6","-2.4","105.4","0.4","0"
"1996-97","Boston Celtics","","15","-6.62","95.8","5.7","103.9","-2.8","111.4","4.7","0"
"1995-96","Boston Celtics","","33","-3.37","96.2","4.4","106.4","-1.2","109.9","2.3","0"
"1994-95","Boston Celtics","Lost E. Conf. 1st Rnd.","35","-1.92","94","1.1","108.6","0.3","110.6","2.3","0"
"1993-94","Boston Celtics","","32","-4.28","95.6","0.5","104.2","-2.1","108.7","2.4","0"
"1992-93","Boston Celtics","Lost E. Conf. 1st Rnd.","48","0.93","94.9","-1.9","108.7","0.7","107.8","-0.2","0"
"1991-92","Boston Celtics","Lost E. Conf. Semis","51","3.41","95.8","-0.8","110.8","2.6","107","-1.2","0"
"1990-91","Boston Celtics","Lost E. Conf. Semis","56","5.22","98.5","0.7","112.6","4.7","106.7","-1.2","0"
"1989-90","Boston Celtics","Lost E. Conf. 1st Rnd.","52","3.23","98.2","-0.1","112","3.9","107.9","-0.2","0"
"1988-89","Boston Celtics","Lost E. Conf. 1st Rnd.","42","1.26","98.1","-2.5","110.8","3","109.6","1.8","0"
"1987-88","Boston Celtics","Lost E. Conf. Finals","57","6.15","97.9","-1.7","115.4","7.4","109.4","1.4","0"
"1986-87","Boston Celtics","Lost Finals","59","6.57","98.6","-2.2","113.5","5.2","106.8","-1.5","0"
"1982-83","Boston Celtics","Lost E. Conf. Semis","56","5.34","104","0.9","106.9","2.2","101.8","-2.9","0"
"1981-82","Boston Celtics","Lost E. Conf. Finals","63","6.35","101.5","0.6","109.8","2.9","103.5","-3.4","0"
"1980-81","Boston Celtics","Won Finals","62","6.05","100.8","-1","108.4","2.9","102.6","-2.9","0"
"1978-79","Boston Celtics","","29","-4.78","106.5","0.7","101.6","-2.2","106.4","2.6","0"
"1977-78","Boston Celtics","","32","-1.86","105.9","-0.8","99.1","-1.8","100.9","0","0"
"1976-77","Boston Celtics","Lost E. Conf. Semis","44","-1.9","107.5","1","96.5","-3","98.3","-1.2","0"
"1975-76","Boston Celtics","Won Finals","54","2.25","106.9","1.4","98.9","0.6","96.7","-1.6","0"
"1974-75","Boston Celtics","Lost E. Conf. Finals","60","5.4","106.1","1.6","100","2.3","94.7","-3","0"
"1973-74","Boston Celtics","Won Finals","56","3.42","110","2.2","98.6","0.9","95.1","-2.6","0"
"1971-72","Boston Celtics","Lost E. Conf. Finals","56","4.38","116.1","4.1","99.3","1.4","95.2","-2.7","0"
"1969-70","Boston Celtics","","34","-1.6","117.5","0.4","97.3","-1.7","98.9","-0.1","0"
"1968-69","Boston Celtics","Won Finals","48","5.35","117.5","0.6","93.8","-1.7","89.1","-6.4","0"
"1967-68","Boston Celtics","Won Finals","54","3.87","121.1","1.3","95.7","-1.1","92.4","-4.4","0"
"1966-67","Boston Celtics","Lost E. Div. Finals","60","7.24","121.2","-0.4","97.5","1.4","91","-5.1","0"
"1965-66","Boston Celtics","Won Finals","54","4.34","122","0.6","92.3","-2.6","88.3","-6.6","0"
"1963-64","Boston Celtics","Won Finals","59","6.93","125","11.8","90.1","-4.5","83.8","-10.8","0"
"1959-60","Boston Celtics","Won Finals","59","7.62","136.3","14","91","-0.1","84.9","-6.2","0"
"1958-59","Boston Celtics","Won Finals","52","5.84","128.7","16.7","89.5","-0.7","84.5","-5.7","0"
"1955-56","Boston Celtics","Lost E. Div. Semis","39","0.72","114.5","11.7","92.2","1.9","91.7","1.4","0"
"1954-55","Boston Celtics","Lost E. Div. Finals","36","-0.03","108.6","10.5","93","3.2","93","3.2","0"
"1953-54","Boston Celtics","Lost E. Div. Finals","42","1.97","93","9.4","92.5","5","90","2.5","0"
"1952-53","Boston Celtics","Lost E. Div. Finals","46","1.94","94.7","14.3","91.7","3.7","89.3","1.6","0"
"1951-52","Boston Celtics","Lost E. Div. Semis","39","3.6","100","14.2","90.4","3.5","86.4","-0.5","0"
"1950-51","Boston Celtics","Lost E. Div. Semis","39","-0.41","95.9","10.4","87.3","2.2","87.6","2.5","0"
"1949-50","Boston Celtics","","22","-1.73","","","","","","","0"
"2022-23","Toronto Raptors","","5","9.92","97.7","-2","116.6","4.5","108.3","-3.8","0"
"2020-21","Toronto Raptors","","27","-0.54","99.2","0","112","-0.3","112.5","0.2","0"
"2019-20","Toronto Raptors","Lost E. Conf. Semis","53","5.97","100.9","0.6","111.1","0.5","105","-5.6","0"
"2017-18","Toronto Raptors","Lost E. Conf. Semis","59","7.29","97.4","0.1","113.8","5.2","105.9","-2.7","0"
"2016-17","Toronto Raptors","Lost E. Conf. Semis","51","3.65","94.7","-1.7","112.3","3.5","107.8","-1","0"
"2015-16","Toronto Raptors","Lost E. Conf. Finals","56","4.08","92.9","-2.9","110","3.6","105.2","-1.2","0"
"2013-14","Toronto Raptors","Lost E. Conf. 1st Rnd.","48","2.55","91.8","-2.1","108.8","2.1","105.3","-1.4","0"
"2012-13","Toronto Raptors","","34","-1.96","90.4","-1.6","105.9","0","107.5","1.6","0"
"2011-12","Toronto Raptors","","23","-3.67","89.3","-2","100.8","-3.8","104.5","-0.1","0"
"2010-11","Toronto Raptors","","22","-6.28","92.9","0.8","106.1","-1.2","112.9","5.6","0"
"2009-10","Toronto Raptors","","40","-1.83","93.1","0.4","111.3","3.7","113.2","5.6","0"
"2008-09","Toronto Raptors","","33","-2.54","92","0.3","107","-1.3","110","1.7","0"
"2007-08","Toronto Raptors","Lost E. Conf. 1st Rnd.","41","2.47","90.2","-2.2","110.2","2.7","107","-0.5","0"
"2006-07","Toronto Raptors","Lost E. Conf. 1st Rnd.","47","0.61","92.6","0.7","107","0.5","106","-0.5","0"
"2005-06","Toronto Raptors","","27","-3.03","91.1","0.6","109.5","3.3","112.7","6.5","0"
"2004-05","Toronto Raptors","","33","-1.81","92.7","1.8","106.9","0.8","108.7","2.6","0"
"2003-04","Toronto Raptors","","33","-3.42","86.8","-3.3","97","-5.9","100.4","-2.5","0"
"2002-03","Toronto Raptors","","24","-6.1","89.9","-1.1","100.5","-3.1","107","3.4","0"
"2001-02","Toronto Raptors","Lost E. Conf. 1st Rnd.","42","-0.71","88.8","-1.9","102.6","-1.9","103.1","-1.4","0"
"2000-01","Toronto Raptors","Lost E. Conf. Semis","47","1.69","90.9","-0.4","105.9","2.9","103.4","0.4","0"
"1999-00","Toronto Raptors","Lost E. Conf. 1st Rnd.","45","-0.46","92.5","-0.6","104.7","0.6","104.9","0.8","0"
"1997-98","Toronto Raptors","","16","-8.33","92.6","2.3","101.2","-3.8","111","6","0"
"1996-97","Toronto Raptors","","30","-2.56","90.6","0.5","104.6","-2.1","108","1.3","0"
"2022-23","Atlanta Hawks","","5","-1.22","100.9","1.2","114.4","2.3","113.6","1.5","0"
"2021-22","Atlanta Hawks","Lost E. Conf. 1st Rnd.","43","1.55","97.7","-0.5","116.5","4.5","114.9","2.9","0"
"2020-21","Atlanta Hawks","Lost E. Conf. Finals","41","2.14","97.6","-1.6","115.7","3.4","113.3","1","0"
"2019-20","Atlanta Hawks","","20","-7.71","103","2.7","107.2","-3.4","114.8","4.2","0"
"2018-19","Atlanta Hawks","","29","-6.06","103.9","3.9","108.1","-2.3","113.9","3.5","0"
"2017-18","Atlanta Hawks","","24","-5.3","98.3","1","105","-3.6","110.6","2","0"
"2016-17","Atlanta Hawks","Lost E. Conf. 1st Rnd.","43","-1.23","97.4","1","104.9","-3.9","105.7","-3.1","0"
"2015-16","Atlanta Hawks","Lost E. Conf. Semis","48","3.49","97.1","1.3","105.1","-1.3","101.4","-5","0"
"2014-15","Atlanta Hawks","Lost E. Conf. Finals","60","4.75","93.9","0","108.9","3.3","103.1","-2.5","0"
"2013-14","Atlanta Hawks","Lost E. Conf. 1st Rnd.","38","-0.88","94.6","0.7","105.9","-0.8","106.4","-0.3","0"
"2012-13","Atlanta Hawks","Lost E. Conf. 1st Rnd.","44","-0.08","92.6","0.6","104.8","-1.1","104.4","-1.5","0"
"2011-12","Atlanta Hawks","Lost E. Conf. 1st Rnd.","40","2.67","90.2","-1.1","104.9","0.3","101.2","-3.4","0"
"2010-11","Atlanta Hawks","Lost E. Conf. Semis","44","-1.1","89.3","-2.8","106.1","-1.2","107","-0.3","0"
"2008-09","Atlanta Hawks","Lost E. Conf. Semis","47","1.7","89.6","-2.1","109.3","1","107.6","-0.7","0"
"2007-08","Atlanta Hawks","Lost E. Conf. 1st Rnd.","37","-2.23","91.1","-1.3","106.9","-0.6","108.9","1.4","0"
"2006-07","Atlanta Hawks","","30","-4.86","90","-1.9","103","-3.5","108.3","1.8","0"
"2005-06","Atlanta Hawks","","26","-4.69","90.4","-0.1","106.4","0.2","111.6","5.4","0"
"2004-05","Atlanta Hawks","","13","-9.62","91.4","0.5","100.6","-5.5","111.1","5","0"
"2003-04","Atlanta Hawks","","28","-5","90.8","0.7","101","-1.9","106.1","3.2","0"
"2002-03","Atlanta Hawks","","35","-3.87","91","0","102.3","-1.3","106.1","2.5","0"
"2001-02","Atlanta Hawks","","33","-4.41","91.9","1.2","101.8","-2.7","106.4","1.9","0"
"2000-01","Atlanta Hawks","","25","-5.55","91.9","0.6","98.7","-4.3","104.3","1.3","0"
"1999-00","Atlanta Hawks","","28","-5.41","91.7","-1.4","102","-2.1","107.9","3.8","0"
"1998-99","Atlanta Hawks","Lost E. Conf. Semis","31","2.82","85.3","-3.6","100.5","-1.7","97.1","-5.1","0"
"1995-96","Atlanta Hawks","Lost E. Conf. Semis","46","1.29","89.6","-2.2","109.4","1.8","108","0.4","0"
"1994-95","Atlanta Hawks","Lost E. Conf. 1st Rnd.","42","1.06","89.8","-3.1","106.6","-1.7","105.2","-3.1","0"
"1993-94","Atlanta Hawks","Lost E. Conf. Semis","57","4.94","94.2","-0.9","107.2","0.9","101.7","-4.6","0"
"1992-93","Atlanta Hawks","Lost E. Conf. 1st Rnd.","43","-0.67","97.6","0.8","109.3","1.3","110.2","2.2","0"
"1991-92","Atlanta Hawks","","38","-1.15","97.8","1.2","107.3","-0.9","108.9","0.7","0"
"1990-91","Atlanta Hawks","Lost E. Conf. 1st Rnd.","43","0.72","98.6","0.8","110.9","3","110.1","2.2","0"
"1989-90","Atlanta Hawks","","41","0.64","95.8","-2.5","113","4.9","111.9","3.8","0"
"1988-89","Atlanta Hawks","Lost E. Conf. 1st Rnd.","52","5.26","98.3","-2.3","112.2","4.4","107.2","-0.6","0"
"1987-88","Atlanta Hawks","Lost E. Conf. Semis","50","4.02","96.4","-3.2","111.3","3.3","107.6","-0.4","0"
"1986-87","Atlanta Hawks","Lost E. Conf. Semis","57","7.18","97.4","-3.4","112.6","4.3","105.2","-3.1","0"
"1985-86","Atlanta Hawks","Lost E. Conf. Semis","50","2.59","100","-2.1","107.9","0.7","105.6","-1.6","0"
"1984-85","Atlanta Hawks","","34","-1.14","99.8","-2.3","105.9","-2","107.3","-0.6","0"
"1983-84","Atlanta Hawks","Lost E. Conf. 1st Rnd.","40","-1.08","95.3","-6.1","105.5","-2.1","106.9","-0.7","0"
"1982-83","Atlanta Hawks","Lost E. Conf. 1st Rnd.","43","-0.72","98.9","-4.2","102.2","-2.5","103.2","-1.5","0"
"1981-82","Atlanta Hawks","Lost E. Conf. 1st Rnd.","42","0.81","95.1","-5.8","105.1","-1.8","104.6","-2.3","0"
"1980-81","Atlanta Hawks","","31","-2.37","99.4","-2.4","104.3","-1.2","107.3","1.8","0"
"1979-80","Atlanta Hawks","Lost E. Conf. Semis","50","2.83","98.9","-4.2","105.2","-0.1","102.3","-3","0"
"1978-79","Atlanta Hawks","Lost E. Conf. Semis","46","1.92","102.5","-3.3","105.6","1.8","103.6","-0.2","0"
"1977-78","Atlanta Hawks","Lost E. Conf. 1st Rnd.","41","-0.13","103.3","-3.4","99.7","-1.2","99.8","-1.1","0"
"1976-77","Atlanta Hawks","","31","-3.87","104.6","-1.9","97.8","-1.7","101.6","2.1","0"
"1975-76","Atlanta Hawks","","29","-2.66","103.6","-1.9","98.4","0.1","101.2","2.9","0"
"1974-75","Atlanta Hawks","","31","-1.32","106.3","1.8","98.3","0.6","99.5","1.8","0"
"1973-74","Atlanta Hawks","","35","-1.47","110.8","3","97.7","0","99","1.3","0"
"1972-73","Atlanta Hawks","Lost E. Conf. Semis","46","-0.15","113.8","3.1","98","1.2","98","1.2","0"
"1971-72","Atlanta Hawks","Lost E. Conf. Semis","36","-1.94","110.7","-1.3","98.7","0.8","100.3","2.4","0"
"1970-71","Atlanta Hawks","Lost E. Conf. Semis","36","-1.3","117.2","2.1","96.9","-0.3","98.4","1.2","0"
"1969-70","Atlanta Hawks","Lost W. Div. Finals","48","0.31","114.4","-2.7","102.3","3.3","101.9","2.9","0"
"1968-69","Atlanta Hawks","Lost W. Div. Finals","48","2.06","113.9","-3","97.4","1.9","95.5","0","0"
"1967-68","St. Louis Hawks","Lost W. Div. Semis","56","2.37","113.7","-6.1","98.4","1.6","96","-0.8","0"
"1966-67","St. Louis Hawks","Lost W. Div. Finals","39","-1.44","117.7","-3.9","96.1","0","97.4","1.3","0"
"1965-66","St. Louis Hawks","Lost W. Div. Finals","36","-0.5","116.6","-4.8","95.6","0.7","96.1","1.2","0"
"1964-65","St. Louis Hawks","Lost W. Div. Semis","45","2.68","115.1","-2.2","94.5","0.9","91.8","-1.8","0"
